,greatersydney,rings,lga,dwellingtype,bedrooms,wrent_median,new_bonds_no,total_bonds_held,date
9823,Greater Sydney,Middle Ring,Burwood,Flat/Unit,4 or more Bedrooms,,,s,2018-03-31
9831,Greater Sydney,Middle Ring,Canada Bay,House,Total,750.0,186,1518,2018-03-31
9832,Greater Sydney,Middle Ring,Canada Bay,House,Bedsitter,,,,2018-03-31
9833,Greater Sydney,Middle Ring,Canada Bay,House,1 Bedroom,,,31,2018-03-31
9834,Greater Sydney,Middle Ring,Canada Bay,House,Not Specified,,,91,2018-03-31
9835,Greater Sydney,Middle Ring,Canada Bay,House,2 Bedrooms,660.0,43,262,2018-03-31
9836,Greater Sydney,Middle Ring,Canada Bay,House,3 Bedrooms,750.0,90,782,2018-03-31
9837,Greater Sydney,Middle Ring,Canada Bay,House,4 or more Bedrooms,1100.0,41,349,2018-03-31
9838,Greater Sydney,Middle Ring,Canada Bay,Other,Total,555.0,60,1014,2018-03-31
9839,Greater Sydney,Middle Ring,Canada Bay,Other,Bedsitter,,,,2018-03-31
9840,Greater Sydney,Middle Ring,Canada Bay,Other,1 Bedroom,490.0,s,116,2018-03-31
9841,Greater Sydney,Middle Ring,Canada Bay,Other,Not Specified,600.0,s,407,2018-03-31
9842,Greater Sydney,Middle Ring,Canada Bay,Other,2 Bedrooms,580.0,s,299,2018-03-31
9843,Greater Sydney,Middle Ring,Canada Bay,Other,3 Bedrooms,,,156,2018-03-31
9844,Greater Sydney,Middle Ring,Canada Bay,Other,4 or more Bedrooms,,,s,2018-03-31
9845,Greater Sydney,Middle Ring,Canada Bay,Townhouse,Total,695.0,64,917,2018-03-31
9846,Greater Sydney,Middle Ring,Canada Bay,Townhouse,Bedsitter,,,,2018-03-31
9847,Greater Sydney,Middle Ring,Canada Bay,Townhouse,1 Bedroom,,,62,2018-03-31
9848,Greater Sydney,Middle Ring,Canada Bay,Townhouse,Not Specified,,,s,2018-03-31
9849,Greater Sydney,Middle Ring,Canada Bay,Townhouse,2 Bedrooms,670.0,36,479,2018-03-31
9850,Greater Sydney,Middle Ring,Canada Bay,Townhouse,3 Bedrooms,760.0,s,313,2018-03-31
9851,Greater Sydney,Middle Ring,Canada Bay,Townhouse,4 or more Bedrooms,,,32,2018-03-31
9852,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,Total,630.0,982,7569,2018-03-31
9853,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,Bedsitter,,,s,2018-03-31
9854,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,1 Bedroom,530.0,267,1544,2018-03-31
9855,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,Not Specified,,,429,2018-03-31
9856,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,2 Bedrooms,660.0,571,4473,2018-03-31
9857,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,3 Bedrooms,850.0,130,1065,2018-03-31
9858,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,4 or more Bedrooms,,,39,2018-03-31
9866,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,Total,560.0,749,8100,2018-03-31
9867,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,Bedsitter,,,s,2018-03-31
9868,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,1 Bedroom,350.0,s,63,2018-03-31
9869,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,Not Specified,580.0,51,502,2018-03-31
9870,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,2 Bedrooms,450.0,119,1173,2018-03-31
9871,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,3 Bedrooms,550.0,345,4299,2018-03-31
9872,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,4 or more Bedrooms,700.0,211,2041,2018-03-31
9873,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,Total,472.5,296,5701,2018-03-31
9874,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,Bedsitter,,,76,2018-03-31
9875,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,1 Bedroom,290.0,35,368,2018-03-31
9876,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,Not Specified,470.0,125,2444,2018-03-31
9877,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,2 Bedrooms,460.0,74,1621,2018-03-31
9878,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,3 Bedrooms,550.0,36,758,2018-03-31
9879,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,4 or more Bedrooms,720.0,s,434,2018-03-31
9880,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,Total,600.0,240,3093,2018-03-31
9881,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,Bedsitter,,,,2018-03-31
9882,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,1 Bedroom,,,51,2018-03-31
9883,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,Not Specified,,,147,2018-03-31
9884,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,2 Bedrooms,460.0,55,740,2018-03-31
9885,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,3 Bedrooms,580.0,82,1246,2018-03-31
9886,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,4 or more Bedrooms,700.0,92,906,2018-03-31
9887,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,Total,430.0,1464,13943,2018-03-31
9888,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,Bedsitter,,,105,2018-03-31
9889,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,1 Bedroom,417.5,234,1541,2018-03-31
9890,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,Not Specified,430.0,77,804,2018-03-31
9891,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,2 Bedrooms,430.0,1048,10463,2018-03-31
9892,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,3 Bedrooms,530.0,92,958,2018-03-31
9893,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,4 or more Bedrooms,,,72,2018-03-31
9901,Greater Sydney,Middle Ring,Cumberland,House,Total,500.0,576,6164,2018-03-31
9902,Greater Sydney,Middle Ring,Cumberland,House,Bedsitter,,,,2018-03-31
9903,Greater Sydney,Middle Ring,Cumberland,House,1 Bedroom,275.0,s,81,2018-03-31
9904,Greater Sydney,Middle Ring,Cumberland,House,Not Specified,530.0,s,327,2018-03-31
9905,Greater Sydney,Middle Ring,Cumberland,House,2 Bedrooms,440.0,99,873,2018-03-31
9906,Greater Sydney,Middle Ring,Cumberland,House,3 Bedrooms,500.0,312,3438,2018-03-31
9907,Greater Sydney,Middle Ring,Cumberland,House,4 or more Bedrooms,630.0,135,1440,2018-03-31
9908,Greater Sydney,Middle Ring,Cumberland,Other,Total,460.0,217,3379,2018-03-31
9909,Greater Sydney,Middle Ring,Cumberland,Other,Bedsitter,,,71,2018-03-31
9910,Greater Sydney,Middle Ring,Cumberland,Other,1 Bedroom,290.0,s,297,2018-03-31
9911,Greater Sydney,Middle Ring,Cumberland,Other,Not Specified,450.0,66,959,2018-03-31
9912,Greater Sydney,Middle Ring,Cumberland,Other,2 Bedrooms,430.0,63,1080,2018-03-31
9913,Greater Sydney,Middle Ring,Cumberland,Other,3 Bedrooms,535.0,39,731,2018-03-31
9914,Greater Sydney,Middle Ring,Cumberland,Other,4 or more Bedrooms,650.0,s,241,2018-03-31
9915,Greater Sydney,Middle Ring,Cumberland,Townhouse,Total,530.0,188,2378,2018-03-31
9916,Greater Sydney,Middle Ring,Cumberland,Townhouse,Bedsitter,,,,2018-03-31
9917,Greater Sydney,Middle Ring,Cumberland,Townhouse,1 Bedroom,,,71,2018-03-31
9918,Greater Sydney,Middle Ring,Cumberland,Townhouse,Not Specified,,,108,2018-03-31
9919,Greater Sydney,Middle Ring,Cumberland,Townhouse,2 Bedrooms,455.0,48,637,2018-03-31
9920,Greater Sydney,Middle Ring,Cumberland,Townhouse,3 Bedrooms,530.0,83,1111,2018-03-31
9921,Greater Sydney,Middle Ring,Cumberland,Townhouse,4 or more Bedrooms,665.0,43,446,2018-03-31
9922,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,Total,450.0,991,10489,2018-03-31
9923,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,Bedsitter,,,55,2018-03-31
9924,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,1 Bedroom,400.0,99,905,2018-03-31
9925,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,Not Specified,420.0,34,604,2018-03-31
9926,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,2 Bedrooms,450.0,759,7764,2018-03-31
9927,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,3 Bedrooms,547.5,88,1115,2018-03-31
9928,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,4 or more Bedrooms,,,46,2018-03-31
9936,Greater Sydney,Middle Ring,Georges River,House,Total,600.0,326,2994,2018-03-31
9937,Greater Sydney,Middle Ring,Georges River,House,Bedsitter,,,,2018-03-31
9938,Greater Sydney,Middle Ring,Georges River,House,1 Bedroom,360.0,s,54,2018-03-31
9939,Greater Sydney,Middle Ring,Georges River,House,Not Specified,,,158,2018-03-31
9940,Greater Sydney,Middle Ring,Georges River,House,2 Bedrooms,515.0,64,568,2018-03-31
9941,Greater Sydney,Middle Ring,Georges River,House,3 Bedrooms,600.0,153,1504,2018-03-31
9942,Greater Sydney,Middle Ring,Georges River,House,4 or more Bedrooms,800.0,77,705,2018-03-31
9943,Greater Sydney,Middle Ring,Georges River,Other,Total,500.0,87,2323,2018-03-31
9944,Greater Sydney,Middle Ring,Georges River,Other,Bedsitter,,,s,2018-03-31
9945,Greater Sydney,Middle Ring,Georges River,Other,1 Bedroom,335.0,s,154,2018-03-31
9946,Greater Sydney,Middle Ring,Georges River,Other,Not Specified,465.0,s,1128,2018-03-31
9947,Greater Sydney,Middle Ring,Georges River,Other,2 Bedrooms,500.0,33,608,2018-03-31
9948,Greater Sydney,Middle Ring,Georges River,Other,3 Bedrooms,630.0,s,337,2018-03-31
9949,Greater Sydney,Middle Ring,Georges River,Other,4 or more Bedrooms,,,81,2018-03-31
9950,Greater Sydney,Middle Ring,Georges River,Townhouse,Total,600.0,79,840,2018-03-31
9951,Greater Sydney,Middle Ring,Georges River,Townhouse,Bedsitter,,,,2018-03-31
9952,Greater Sydney,Middle Ring,Georges River,Townhouse,1 Bedroom,,,s,2018-03-31
9953,Greater Sydney,Middle Ring,Georges River,Townhouse,Not Specified,,,38,2018-03-31
9954,Greater Sydney,Middle Ring,Georges River,Townhouse,2 Bedrooms,530.0,s,235,2018-03-31
9955,Greater Sydney,Middle Ring,Georges River,Townhouse,3 Bedrooms,640.0,31,429,2018-03-31
9956,Greater Sydney,Middle Ring,Georges River,Townhouse,4 or more Bedrooms,797.5,s,116,2018-03-31
9957,Greater Sydney,Middle Ring,Georges River,Flat/Unit,Total,492.53,826,8113,2018-03-31
9958,Greater Sydney,Middle Ring,Georges River,Flat/Unit,Bedsitter,,,36,2018-03-31
9959,Greater Sydney,Middle Ring,Georges River,Flat/Unit,1 Bedroom,432.5,124,982,2018-03-31
9960,Greater Sydney,Middle Ring,Georges River,Flat/Unit,Not Specified,500.0,s,319,2018-03-31
9961,Greater Sydney,Middle Ring,Georges River,Flat/Unit,2 Bedrooms,485.0,549,5589,2018-03-31
9962,Greater Sydney,Middle Ring,Georges River,Flat/Unit,3 Bedrooms,620.0,129,1142,2018-03-31
9963,Greater Sydney,Middle Ring,Georges River,Flat/Unit,4 or more Bedrooms,,,45,2018-03-31
9971,Greater Sydney,Middle Ring,Hunters Hill,House,Total,960.0,s,264,2018-03-31
9972,Greater Sydney,Middle Ring,Hunters Hill,House,1 Bedroom,,,,2018-03-31
9973,Greater Sydney,Middle Ring,Hunters Hill,House,Not Specified,,,s,2018-03-31
9974,Greater Sydney,Middle Ring,Hunters Hill,House,2 Bedrooms,,,s,2018-03-31
9975,Greater Sydney,Middle Ring,Hunters Hill,House,3 Bedrooms,805.0,s,129,2018-03-31
9976,Greater Sydney,Middle Ring,Hunters Hill,House,4 or more Bedrooms,,,85,2018-03-31
9977,Greater Sydney,Middle Ring,Hunters Hill,Other,Total,,,67,2018-03-31
9978,Greater Sydney,Middle Ring,Hunters Hill,Other,Bedsitter,,,,2018-03-31
9979,Greater Sydney,Middle Ring,Hunters Hill,Other,1 Bedroom,,,,2018-03-31
9980,Greater Sydney,Middle Ring,Hunters Hill,Other,Not Specified,,,31,2018-03-31
9981,Greater Sydney,Middle Ring,Hunters Hill,Other,2 Bedrooms,,,s,2018-03-31
9982,Greater Sydney,Middle Ring,Hunters Hill,Other,3 Bedrooms,,,s,2018-03-31
9983,Greater Sydney,Middle Ring,Hunters Hill,Other,4 or more Bedrooms,,,,2018-03-31
9984,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,Total,,,68,2018-03-31
9985,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,1 Bedroom,,,,2018-03-31
9986,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,Not Specified,,,,2018-03-31
9987,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,2 Bedrooms,,,s,2018-03-31
9988,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,3 Bedrooms,,,33,2018-03-31
9989,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,4 or more Bedrooms,,,s,2018-03-31
9990,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,Total,560.0,49,469,2018-03-31
9991,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,Bedsitter,,,s,2018-03-31
9992,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,1 Bedroom,480.0,s,107,2018-03-31
9993,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,Not Specified,,,s,2018-03-31
9994,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,2 Bedrooms,595.0,31,246,2018-03-31
9995,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,3 Bedrooms,,,64,2018-03-31
9996,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,4 or more Bedrooms,,,,2018-03-31
10004,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,Total,1000.0,272,2405,2018-03-31
10005,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,Bedsitter,,,,2018-03-31
10006,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,1 Bedroom,,,s,2018-03-31
10007,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,Not Specified,,,113,2018-03-31
10008,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,2 Bedrooms,662.5,s,101,2018-03-31
10009,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,3 Bedrooms,850.0,65,686,2018-03-31
10010,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,4 or more Bedrooms,1150.0,175,1480,2018-03-31
10011,Greater Sydney,Middle Ring,Ku-Ring-Gai,Other,Total,650.0,35,606,2018-03-31
10012,Greater Sydney,Middle Ring,Ku-Ring-Gai,Other,Bedsitter,,,s,2018-03-31
10013,Greater Sydney,Middle Ring,Ku-Ring-Gai,Other,1 Bedroom,,,57,2018-03-31
10014,Greater Sydney,Middle Ring,Ku-Ring-Gai,Other,Not Specified,,,255,2018-03-31
10015,Greater Sydney,Middle Ring,Ku-Ring-Gai,Other,2 Bedrooms,,,111,2018-03-31
10016,Greater Sydney,Middle Ring,Ku-Ring-Gai,Other,3 Bedrooms,,,84,2018-03-31
10017,Greater Sydney,Middle Ring,Ku-Ring-Gai,Other,4 or more Bedrooms,,,84,2018-03-31
10018,Greater Sydney,Middle Ring,Ku-Ring-Gai,Townhouse,Total,662.5,s,201,2018-03-31
10019,Greater Sydney,Middle Ring,Ku-Ring-Gai,Townhouse,1 Bedroom,,,,2018-03-31
10020,Greater Sydney,Middle Ring,Ku-Ring-Gai,Townhouse,Not Specified,,,,2018-03-31
10021,Greater Sydney,Middle Ring,Ku-Ring-Gai,Townhouse,2 Bedrooms,,,39,2018-03-31
10022,Greater Sydney,Middle Ring,Ku-Ring-Gai,Townhouse,3 Bedrooms,735.0,s,113,2018-03-31
10023,Greater Sydney,Middle Ring,Ku-Ring-Gai,Townhouse,4 or more Bedrooms,,,31,2018-03-31
10024,Greater Sydney,Middle Ring,Ku-Ring-Gai,Flat/Unit,Total,600.0,512,3628,2018-03-31
10025,Greater Sydney,Middle Ring,Ku-Ring-Gai,Flat/Unit,Bedsitter,,,s,2018-03-31
10026,Greater Sydney,Middle Ring,Ku-Ring-Gai,Flat/Unit,1 Bedroom,500.0,139,782,2018-03-31
10027,Greater Sydney,Middle Ring,Ku-Ring-Gai,Flat/Unit,Not Specified,,,117,2018-03-31
10028,Greater Sydney,Middle Ring,Ku-Ring-Gai,Flat/Unit,2 Bedrooms,620.0,290,2011,2018-03-31
10029,Greater Sydney,Middle Ring,Ku-Ring-Gai,Flat/Unit,3 Bedrooms,820.0,73,671,2018-03-31
10030,Greater Sydney,Middle Ring,Ku-Ring-Gai,Flat/Unit,4 or more Bedrooms,,,s,2018-03-31
10038,Greater Sydney,Middle Ring,Parramatta,House,Total,550.0,514,4777,2018-03-31
10039,Greater Sydney,Middle Ring,Parramatta,House,Bedsitter,,,,2018-03-31
10040,Greater Sydney,Middle Ring,Parramatta,House,1 Bedroom,380.0,s,90,2018-03-31
10041,Greater Sydney,Middle Ring,Parramatta,House,Not Specified,550.0,s,292,2018-03-31
10042,Greater Sydney,Middle Ring,Parramatta,House,2 Bedrooms,450.0,82,605,2018-03-31
10043,Greater Sydney,Middle Ring,Parramatta,House,3 Bedrooms,520.0,215,2351,2018-03-31
10044,Greater Sydney,Middle Ring,Parramatta,House,4 or more Bedrooms,720.0,169,1433,2018-03-31
10045,Greater Sydney,Middle Ring,Parramatta,Other,Total,470.0,235,3717,2018-03-31
10046,Greater Sydney,Middle Ring,Parramatta,Other,Bedsitter,,,s,2018-03-31
10047,Greater Sydney,Middle Ring,Parramatta,Other,1 Bedroom,430.0,s,366,2018-03-31
10048,Greater Sydney,Middle Ring,Parramatta,Other,Not Specified,485.0,96,1473,2018-03-31
10049,Greater Sydney,Middle Ring,Parramatta,Other,2 Bedrooms,460.0,79,1232,2018-03-31
10050,Greater Sydney,Middle Ring,Parramatta,Other,3 Bedrooms,540.0,s,502,2018-03-31
10051,Greater Sydney,Middle Ring,Parramatta,Other,4 or more Bedrooms,,,127,2018-03-31
10052,Greater Sydney,Middle Ring,Parramatta,Townhouse,Total,560.0,304,2529,2018-03-31
10053,Greater Sydney,Middle Ring,Parramatta,Townhouse,Bedsitter,,,,2018-03-31
10054,Greater Sydney,Middle Ring,Parramatta,Townhouse,1 Bedroom,,,43,2018-03-31
10055,Greater Sydney,Middle Ring,Parramatta,Townhouse,Not Specified,,,113,2018-03-31
10056,Greater Sydney,Middle Ring,Parramatta,Townhouse,2 Bedrooms,490.0,66,568,2018-03-31
10057,Greater Sydney,Middle Ring,Parramatta,Townhouse,3 Bedrooms,560.0,177,1449,2018-03-31
10058,Greater Sydney,Middle Ring,Parramatta,Townhouse,4 or more Bedrooms,700.0,45,353,2018-03-31
10059,Greater Sydney,Middle Ring,Parramatta,Flat/Unit,Total,500.0,2415,19349,2018-03-31
10060,Greater Sydney,Middle Ring,Parramatta,Flat/Unit,Bedsitter,342.5,s,89,2018-03-31
10061,Greater Sydney,Middle Ring,Parramatta,Flat/Unit,1 Bedroom,470.0,532,3231,2018-03-31
10062,Greater Sydney,Middle Ring,Parramatta,Flat/Unit,Not Specified,440.0,86,1242,2018-03-31
10063,Greater Sydney,Middle Ring,Parramatta,Flat/Unit,2 Bedrooms,520.0,1541,12770,2018-03-31
10064,Greater Sydney,Middle Ring,Parramatta,Flat/Unit,3 Bedrooms,590.0,231,1929,2018-03-31
10065,Greater Sydney,Middle Ring,Parramatta,Flat/Unit,4 or more Bedrooms,,,88,2018-03-31
10073,Greater Sydney,Middle Ring,Ryde,House,Total,670.0,271,2350,2018-03-31
10074,Greater Sydney,Middle Ring,Ryde,House,Bedsitter,,,,2018-03-31
10075,Greater Sydney,Middle Ring,Ryde,House,1 Bedroom,370.0,s,52,2018-03-31
10076,Greater Sydney,Middle Ring,Ryde,House,Not Specified,,,125,2018-03-31
10077,Greater Sydney,Middle Ring,Ryde,House,2 Bedrooms,550.0,47,326,2018-03-31
10078,Greater Sydney,Middle Ring,Ryde,House,3 Bedrooms,680.0,119,1145,2018-03-31
10079,Greater Sydney,Middle Ring,Ryde,House,4 or more Bedrooms,830.0,79,696,2018-03-31
10080,Greater Sydney,Middle Ring,Ryde,Other,Total,520.0,97,1271,2018-03-31
10081,Greater Sydney,Middle Ring,Ryde,Other,Bedsitter,,,,2018-03-31
10082,Greater Sydney,Middle Ring,Ryde,Other,1 Bedroom,455.0,s,179,2018-03-31
10083,Greater Sydney,Middle Ring,Ryde,Other,Not Specified,515.0,s,324,2018-03-31
10084,Greater Sydney,Middle Ring,Ryde,Other,2 Bedrooms,520.0,s,425,2018-03-31
10085,Greater Sydney,Middle Ring,Ryde,Other,3 Bedrooms,670.0,s,259,2018-03-31
10086,Greater Sydney,Middle Ring,Ryde,Other,4 or more Bedrooms,,,76,2018-03-31
10087,Greater Sydney,Middle Ring,Ryde,Townhouse,Total,630.0,146,1358,2018-03-31
10088,Greater Sydney,Middle Ring,Ryde,Townhouse,Bedsitter,,,,2018-03-31
10089,Greater Sydney,Middle Ring,Ryde,Townhouse,1 Bedroom,,,52,2018-03-31
10090,Greater Sydney,Middle Ring,Ryde,Townhouse,Not Specified,,,62,2018-03-31
10091,Greater Sydney,Middle Ring,Ryde,Townhouse,2 Bedrooms,525.0,64,511,2018-03-31
10092,Greater Sydney,Middle Ring,Ryde,Townhouse,3 Bedrooms,692.5,60,597,2018-03-31
10093,Greater Sydney,Middle Ring,Ryde,Townhouse,4 or more Bedrooms,900.0,s,134,2018-03-31
10094,Greater Sydney,Middle Ring,Ryde,Flat/Unit,Total,500.0,1392,9195,2018-03-31
10095,Greater Sydney,Middle Ring,Ryde,Flat/Unit,Bedsitter,350.0,s,43,2018-03-31
10096,Greater Sydney,Middle Ring,Ryde,Flat/Unit,1 Bedroom,490.0,526,2750,2018-03-31
10097,Greater Sydney,Middle Ring,Ryde,Flat/Unit,Not Specified,490.0,s,397,2018-03-31
10098,Greater Sydney,Middle Ring,Ryde,Flat/Unit,2 Bedrooms,550.0,761,5425,2018-03-31
10099,Greater Sydney,Middle Ring,Ryde,Flat/Unit,3 Bedrooms,730.0,71,559,2018-03-31
10100,Greater Sydney,Middle Ring,Ryde,Flat/Unit,4 or more Bedrooms,,,s,2018-03-31
10108,Greater Sydney,Middle Ring,Strathfield,House,Total,680.0,68,588,2018-03-31
10109,Greater Sydney,Middle Ring,Strathfield,House,1 Bedroom,,,,2018-03-31
10110,Greater Sydney,Middle Ring,Strathfield,House,Not Specified,,,43,2018-03-31
10111,Greater Sydney,Middle Ring,Strathfield,House,2 Bedrooms,,,73,2018-03-31
10112,Greater Sydney,Middle Ring,Strathfield,House,3 Bedrooms,600.0,s,266,2018-03-31
10113,Greater Sydney,Middle Ring,Strathfield,House,4 or more Bedrooms,900.0,s,200,2018-03-31
10114,Greater Sydney,Middle Ring,Strathfield,Other,Total,500.0,98,784,2018-03-31
10115,Greater Sydney,Middle Ring,Strathfield,Other,Bedsitter,,,,2018-03-31
10116,Greater Sydney,Middle Ring,Strathfield,Other,1 Bedroom,,,50,2018-03-31
10117,Greater Sydney,Middle Ring,Strathfield,Other,Not Specified,435.0,38,283,2018-03-31
10118,Greater Sydney,Middle Ring,Strathfield,Other,2 Bedrooms,530.0,45,345,2018-03-31
10119,Greater Sydney,Middle Ring,Strathfield,Other,3 Bedrooms,,,83,2018-03-31
10120,Greater Sydney,Middle Ring,Strathfield,Other,4 or more Bedrooms,,,s,2018-03-31
10121,Greater Sydney,Middle Ring,Strathfield,Townhouse,Total,610.0,s,223,2018-03-31
10122,Greater Sydney,Middle Ring,Strathfield,Townhouse,Bedsitter,,,,2018-03-31
10123,Greater Sydney,Middle Ring,Strathfield,Townhouse,1 Bedroom,,,,2018-03-31
10124,Greater Sydney,Middle Ring,Strathfield,Townhouse,Not Specified,,,s,2018-03-31
10125,Greater Sydney,Middle Ring,Strathfield,Townhouse,2 Bedrooms,,,55,2018-03-31
10126,Greater Sydney,Middle Ring,Strathfield,Townhouse,3 Bedrooms,610.0,s,107,2018-03-31
10127,Greater Sydney,Middle Ring,Strathfield,Townhouse,4 or more Bedrooms,,,37,2018-03-31
10128,Greater Sydney,Middle Ring,Strathfield,Flat/Unit,Total,520.0,489,3784,2018-03-31
10129,Greater Sydney,Middle Ring,Strathfield,Flat/Unit,Bedsitter,,,,2018-03-31
10130,Greater Sydney,Middle Ring,Strathfield,Flat/Unit,1 Bedroom,460.0,75,443,2018-03-31
10131,Greater Sydney,Middle Ring,Strathfield,Flat/Unit,Not Specified,495.0,s,121,2018-03-31
10132,Greater Sydney,Middle Ring,Strathfield,Flat/Unit,2 Bedrooms,530.0,355,2766,2018-03-31
10133,Greater Sydney,Middle Ring,Strathfield,Flat/Unit,3 Bedrooms,620.0,37,415,2018-03-31
10134,Greater Sydney,Middle Ring,Strathfield,Flat/Unit,4 or more Bedrooms,,,32,2018-03-31
10142,Greater Sydney,Middle Ring,Willoughby,House,Total,995.0,159,1462,2018-03-31
10143,Greater Sydney,Middle Ring,Willoughby,House,Bedsitter,,,,2018-03-31
10144,Greater Sydney,Middle Ring,Willoughby,House,1 Bedroom,,,s,2018-03-31
10145,Greater Sydney,Middle Ring,Willoughby,House,Not Specified,,,112,2018-03-31
10146,Greater Sydney,Middle Ring,Willoughby,House,2 Bedrooms,640.0,s,164,2018-03-31
10147,Greater Sydney,Middle Ring,Willoughby,House,3 Bedrooms,950.0,57,603,2018-03-31
10148,Greater Sydney,Middle Ring,Willoughby,House,4 or more Bedrooms,1400.0,61,552,2018-03-31
10149,Greater Sydney,Middle Ring,Willoughby,Other,Total,640.0,s,711,2018-03-31
10150,Greater Sydney,Middle Ring,Willoughby,Other,Bedsitter,,,s,2018-03-31
10151,Greater Sydney,Middle Ring,Willoughby,Other,1 Bedroom,,,117,2018-03-31
10152,Greater Sydney,Middle Ring,Willoughby,Other,Not Specified,,,246,2018-03-31
10153,Greater Sydney,Middle Ring,Willoughby,Other,2 Bedrooms,,,222,2018-03-31
10154,Greater Sydney,Middle Ring,Willoughby,Other,3 Bedrooms,,,94,2018-03-31
10155,Greater Sydney,Middle Ring,Willoughby,Other,4 or more Bedrooms,,,s,2018-03-31
10156,Greater Sydney,Middle Ring,Willoughby,Townhouse,Total,850.0,47,596,2018-03-31
10157,Greater Sydney,Middle Ring,Willoughby,Townhouse,Bedsitter,,,,2018-03-31
10158,Greater Sydney,Middle Ring,Willoughby,Townhouse,1 Bedroom,,,85,2018-03-31
10159,Greater Sydney,Middle Ring,Willoughby,Townhouse,Not Specified,,,s,2018-03-31
10160,Greater Sydney,Middle Ring,Willoughby,Townhouse,2 Bedrooms,735.0,s,241,2018-03-31
