,greatersydney_x,rings_x,lga,dwellingtype_x,sales_price_median,sales_price_mean,sales_no,date,greatersydney_y,rings_y,dwellingtype_y,wrent_median,new_bonds_no,total_bonds_held,dwellingtype_g
2389,Greater Sydney,Outer Ring,Blacktown,Non Strata,1020.0,1071.0,883.0,2022-06-30,Greater Sydney,Outer Ring,House,540.0,1986.0,22432.0,Non Strata
2390,Greater Sydney,Outer Ring,Blacktown,Strata,600.0,611.0,433.0,2022-06-30,Greater Sydney,Outer Ring,Other,400.0,171.0,2972.0,Strata
2391,Greater Sydney,Outer Ring,Blacktown,Strata,600.0,611.0,433.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,500.0,251.0,3187.0,Strata
2392,Greater Sydney,Outer Ring,Blacktown,Strata,600.0,611.0,433.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,400.0,772.0,6319.0,Strata
2393,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,938.0,1013.0,296.0,2022-06-30,Greater Sydney,Outer Ring,House,550.0,287.0,3461.0,Non Strata
2394,Greater Sydney,Outer Ring,Blue Mountains,Strata,700.0,662.0,20.0,2022-06-30,Greater Sydney,Outer Ring,Other,400.0,5.0,212.0,Strata
2395,Greater Sydney,Outer Ring,Blue Mountains,Strata,700.0,662.0,20.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,460.0,20.0,281.0,Strata
2396,Greater Sydney,Outer Ring,Blue Mountains,Strata,700.0,662.0,20.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,385.0,54.0,674.0,Strata
2397,Greater Sydney,Outer Ring,Camden,Non Strata,1050.0,1128.0,367.0,2022-06-30,Greater Sydney,Outer Ring,House,620.0,641.0,6967.0,Non Strata
2398,Greater Sydney,Outer Ring,Camden,Strata,691.0,699.0,31.0,2022-06-30,Greater Sydney,Outer Ring,Other,400.0,20.0,429.0,Strata
2399,Greater Sydney,Outer Ring,Camden,Strata,691.0,699.0,31.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,530.0,40.0,356.0,Strata
2400,Greater Sydney,Outer Ring,Camden,Strata,691.0,699.0,31.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,380.0,76.0,542.0,Strata
2401,Greater Sydney,Outer Ring,Campbelltown,Non Strata,847.0,894.0,450.0,2022-06-30,Greater Sydney,Outer Ring,House,500.0,746.0,9392.0,Non Strata
2402,Greater Sydney,Outer Ring,Campbelltown,Strata,533.0,539.0,131.0,2022-06-30,Greater Sydney,Outer Ring,Other,370.0,94.0,1514.0,Strata
2403,Greater Sydney,Outer Ring,Campbelltown,Strata,533.0,539.0,131.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,405.0,108.0,1687.0,Strata
2404,Greater Sydney,Outer Ring,Campbelltown,Strata,533.0,539.0,131.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,370.0,235.0,2301.0,Strata
2405,Greater Sydney,Outer Ring,Central Coast,Non Strata,996.0,1124.0,1071.0,2022-06-30,Greater Sydney,Outer Ring,House,560.0,1676.0,18983.0,Non Strata
2406,Greater Sydney,Outer Ring,Central Coast,Strata,665.0,737.0,324.0,2022-06-30,Greater Sydney,Outer Ring,Other,428.0,66.0,2355.0,Strata
2407,Greater Sydney,Outer Ring,Central Coast,Strata,665.0,737.0,324.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,550.0,205.0,2880.0,Strata
2408,Greater Sydney,Outer Ring,Central Coast,Strata,665.0,737.0,324.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,425.0,619.0,7476.0,Strata
2409,Greater Sydney,Outer Ring,Fairfield,Non Strata,1018.0,1056.0,370.0,2022-06-30,Greater Sydney,Outer Ring,House,520.0,477.0,7506.0,Non Strata
2410,Greater Sydney,Outer Ring,Fairfield,Strata,497.0,505.0,129.0,2022-06-30,Greater Sydney,Outer Ring,Other,400.0,240.0,3092.0,Strata
2411,Greater Sydney,Outer Ring,Fairfield,Strata,497.0,505.0,129.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,495.0,92.0,1699.0,Strata
2412,Greater Sydney,Outer Ring,Fairfield,Strata,497.0,505.0,129.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,330.0,382.0,4854.0,Strata
2413,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,1200.0,1383.0,186.0,2022-06-30,Greater Sydney,Outer Ring,House,550.0,234.0,2929.0,Non Strata
2414,Greater Sydney,Outer Ring,Hawkesbury,Strata,683.0,657.0,36.0,2022-06-30,Greater Sydney,Outer Ring,Other,260.0,20.0,370.0,Strata
2415,Greater Sydney,Outer Ring,Hawkesbury,Strata,683.0,657.0,36.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,450.0,31.0,538.0,Strata
2416,Greater Sydney,Outer Ring,Hawkesbury,Strata,683.0,657.0,36.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,360.0,45.0,686.0,Strata
2417,Greater Sydney,Outer Ring,Hornsby,Non Strata,1820.0,1910.0,297.0,2022-06-30,Greater Sydney,Outer Ring,House,755.0,336.0,3823.0,Non Strata
2418,Greater Sydney,Outer Ring,Hornsby,Strata,720.0,806.0,202.0,2022-06-30,Greater Sydney,Outer Ring,Other,460.0,20.0,706.0,Strata
2419,Greater Sydney,Outer Ring,Hornsby,Strata,720.0,806.0,202.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,668.0,48.0,775.0,Strata
2420,Greater Sydney,Outer Ring,Hornsby,Strata,720.0,806.0,202.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,455.0,589.0,5575.0,Strata
2421,Greater Sydney,Outer Ring,Liverpool,Non Strata,1048.0,1101.0,478.0,2022-06-30,Greater Sydney,Outer Ring,House,580.0,755.0,9279.0,Non Strata
2422,Greater Sydney,Outer Ring,Liverpool,Strata,528.0,540.0,236.0,2022-06-30,Greater Sydney,Outer Ring,Other,400.0,174.0,2308.0,Strata
2423,Greater Sydney,Outer Ring,Liverpool,Strata,528.0,540.0,236.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,520.0,109.0,1557.0,Strata
2424,Greater Sydney,Outer Ring,Liverpool,Strata,528.0,540.0,236.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,400.0,647.0,7051.0,Strata
2425,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2620.0,2982.0,485.0,2022-06-30,Greater Sydney,Outer Ring,House,1175.0,507.0,5466.0,Non Strata
2426,Greater Sydney,Outer Ring,Northern Beaches,Strata,1150.0,1261.0,448.0,2022-06-30,Greater Sydney,Outer Ring,Other,650.0,40.0,1268.0,Strata
2427,Greater Sydney,Outer Ring,Northern Beaches,Strata,1150.0,1261.0,448.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,870.0,113.0,1226.0,Strata
2428,Greater Sydney,Outer Ring,Northern Beaches,Strata,1150.0,1261.0,448.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,630.0,1581.0,16083.0,Strata
2429,Greater Sydney,Outer Ring,Penrith,Non Strata,915.0,977.0,522.0,2022-06-30,Greater Sydney,Outer Ring,House,503.0,898.0,12399.0,Non Strata
2430,Greater Sydney,Outer Ring,Penrith,Strata,572.0,554.0,251.0,2022-06-30,Greater Sydney,Outer Ring,Other,340.0,107.0,1969.0,Strata
2431,Greater Sydney,Outer Ring,Penrith,Strata,572.0,554.0,251.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,450.0,224.0,2843.0,Strata
2432,Greater Sydney,Outer Ring,Penrith,Strata,572.0,554.0,251.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,375.0,545.0,5309.0,Strata
2433,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1700.0,1842.0,465.0,2022-06-30,Greater Sydney,Outer Ring,House,800.0,365.0,3918.0,Non Strata
2434,Greater Sydney,Outer Ring,Sutherland Shire,Strata,867.0,992.0,449.0,2022-06-30,Greater Sydney,Outer Ring,Other,585.0,32.0,884.0,Strata
2435,Greater Sydney,Outer Ring,Sutherland Shire,Strata,867.0,992.0,449.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,778.0,158.0,1835.0,Strata
2436,Greater Sydney,Outer Ring,Sutherland Shire,Strata,867.0,992.0,449.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,500.0,1009.0,10059.0,Strata
2437,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1825.0,1942.0,467.0,2022-06-30,Greater Sydney,Outer Ring,House,750.0,630.0,6753.0,Non Strata
2438,Greater Sydney,Outer Ring,The Hills Shire,Strata,800.0,888.0,180.0,2022-06-30,Greater Sydney,Outer Ring,Other,430.0,35.0,623.0,Strata
2439,Greater Sydney,Outer Ring,The Hills Shire,Strata,800.0,888.0,180.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,630.0,110.0,1238.0,Strata
2440,Greater Sydney,Outer Ring,The Hills Shire,Strata,800.0,888.0,180.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,550.0,439.0,3200.0,Strata
2441,Greater Sydney,Outer Ring,Wollondilly,Non Strata,1000.0,1122.0,180.0,2022-06-30,Greater Sydney,Outer Ring,House,570.0,172.0,1906.0,Non Strata
2442,Greater Sydney,Outer Ring,Wollondilly,Strata,558.0,586.0,20.0,2022-06-30,Greater Sydney,Outer Ring,Other,400.0,20.0,193.0,Strata
2443,Greater Sydney,Outer Ring,Wollondilly,Strata,558.0,586.0,20.0,2022-06-30,Greater Sydney,Outer Ring,Townhouse,520.0,5.0,79.0,Strata
2444,Greater Sydney,Outer Ring,Wollondilly,Strata,558.0,586.0,20.0,2022-06-30,Greater Sydney,Outer Ring,Flat/Unit,380.0,20.0,251.0,Strata
2445,Greater Sydney,Inner Ring,Inner West,Non Strata,1803.0,1970.0,384.0,2022-09-30,Greater Sydney,Inner Ring,House,700.0,1466.0,8090.0,Non Strata
2446,Greater Sydney,Inner Ring,Inner West,Strata,776.0,871.0,342.0,2022-09-30,Greater Sydney,Inner Ring,Other,400.0,93.0,2770.0,Strata
2447,Greater Sydney,Inner Ring,Inner West,Strata,776.0,871.0,342.0,2022-09-30,Greater Sydney,Inner Ring,Townhouse,780.0,124.0,2193.0,Strata
2448,Greater Sydney,Inner Ring,Inner West,Strata,776.0,871.0,342.0,2022-09-30,Greater Sydney,Inner Ring,Flat/Unit,510.0,1545.0,19707.0,Strata
2449,Greater Sydney,Inner Ring,Lane Cove,Non Strata,4575.0,19542.0,78.0,2022-09-30,Greater Sydney,Inner Ring,House,670.0,193.0,826.0,Non Strata
2450,Greater Sydney,Inner Ring,Lane Cove,Strata,903.0,1061.0,140.0,2022-09-30,Greater Sydney,Inner Ring,Other,400.0,5.0,153.0,Strata
2451,Greater Sydney,Inner Ring,Lane Cove,Strata,903.0,1061.0,140.0,2022-09-30,Greater Sydney,Inner Ring,Townhouse,750.0,20.0,197.0,Strata
2452,Greater Sydney,Inner Ring,Lane Cove,Strata,903.0,1061.0,140.0,2022-09-30,Greater Sydney,Inner Ring,Flat/Unit,600.0,440.0,4672.0,Strata
2453,Greater Sydney,Inner Ring,Mosman,Non Strata,4718.0,5500.0,53.0,2022-09-30,Greater Sydney,Inner Ring,House,835.0,125.0,566.0,Non Strata
2454,Greater Sydney,Inner Ring,Mosman,Strata,1325.0,1719.0,87.0,2022-09-30,Greater Sydney,Inner Ring,Other,400.0,5.0,185.0,Strata
2455,Greater Sydney,Inner Ring,Mosman,Strata,1325.0,1719.0,87.0,2022-09-30,Greater Sydney,Inner Ring,Townhouse,933.0,5.0,170.0,Strata
2456,Greater Sydney,Inner Ring,Mosman,Strata,1325.0,1719.0,87.0,2022-09-30,Greater Sydney,Inner Ring,Flat/Unit,600.0,205.0,3096.0,Strata
2457,Greater Sydney,Inner Ring,North Sydney,Non Strata,3363.0,3574.0,48.0,2022-09-30,Greater Sydney,Inner Ring,House,650.0,597.0,1481.0,Non Strata
2458,Greater Sydney,Inner Ring,North Sydney,Strata,1225.0,1401.0,313.0,2022-09-30,Greater Sydney,Inner Ring,Other,570.0,20.0,651.0,Strata
2459,Greater Sydney,Inner Ring,North Sydney,Strata,1225.0,1401.0,313.0,2022-09-30,Greater Sydney,Inner Ring,Townhouse,1000.0,61.0,882.0,Strata
2460,Greater Sydney,Inner Ring,North Sydney,Strata,1225.0,1401.0,313.0,2022-09-30,Greater Sydney,Inner Ring,Flat/Unit,620.0,1130.0,14734.0,Strata
2461,Greater Sydney,Inner Ring,Randwick,Non Strata,2800.0,2913.0,139.0,2022-09-30,Greater Sydney,Inner Ring,House,730.0,817.0,3193.0,Non Strata
2462,Greater Sydney,Inner Ring,Randwick,Strata,1060.0,1173.0,271.0,2022-09-30,Greater Sydney,Inner Ring,Other,300.0,116.0,1368.0,Strata
2463,Greater Sydney,Inner Ring,Randwick,Strata,1060.0,1173.0,271.0,2022-09-30,Greater Sydney,Inner Ring,Townhouse,933.0,68.0,1140.0,Strata
2464,Greater Sydney,Inner Ring,Randwick,Strata,1060.0,1173.0,271.0,2022-09-30,Greater Sydney,Inner Ring,Flat/Unit,650.0,1420.0,17369.0,Strata
2465,Greater Sydney,Inner Ring,Sydney,Non Strata,1745.0,1918.0,182.0,2022-09-30,Greater Sydney,Inner Ring,House,700.0,2360.0,6655.0,Non Strata
2466,Greater Sydney,Inner Ring,Sydney,Strata,923.0,1152.0,972.0,2022-09-30,Greater Sydney,Inner Ring,Other,539.0,335.0,5130.0,Strata
2467,Greater Sydney,Inner Ring,Sydney,Strata,923.0,1152.0,972.0,2022-09-30,Greater Sydney,Inner Ring,Townhouse,928.0,206.0,2592.0,Strata
2468,Greater Sydney,Inner Ring,Sydney,Strata,923.0,1152.0,972.0,2022-09-30,Greater Sydney,Inner Ring,Flat/Unit,670.0,5104.0,52856.0,Strata
2469,Greater Sydney,Inner Ring,Waverley,Non Strata,3920.0,4136.0,73.0,2022-09-30,Greater Sydney,Inner Ring,House,800.0,595.0,1758.0,Non Strata
2470,Greater Sydney,Inner Ring,Waverley,Strata,1350.0,1527.0,195.0,2022-09-30,Greater Sydney,Inner Ring,Other,310.0,46.0,1003.0,Strata
2471,Greater Sydney,Inner Ring,Waverley,Strata,1350.0,1527.0,195.0,2022-09-30,Greater Sydney,Inner Ring,Townhouse,1075.0,20.0,469.0,Strata
2472,Greater Sydney,Inner Ring,Waverley,Strata,1350.0,1527.0,195.0,2022-09-30,Greater Sydney,Inner Ring,Flat/Unit,750.0,1081.0,11782.0,Strata
2473,Greater Sydney,Inner Ring,Woollahra,Non Strata,4625.0,5253.0,90.0,2022-09-30,Greater Sydney,Inner Ring,House,840.0,365.0,1453.0,Non Strata
2474,Greater Sydney,Inner Ring,Woollahra,Strata,1800.0,2084.0,151.0,2022-09-30,Greater Sydney,Inner Ring,Other,400.0,5.0,644.0,Strata
2475,Greater Sydney,Inner Ring,Woollahra,Strata,1800.0,2084.0,151.0,2022-09-30,Greater Sydney,Inner Ring,Townhouse,1150.0,39.0,550.0,Strata
2476,Greater Sydney,Inner Ring,Woollahra,Strata,1800.0,2084.0,151.0,2022-09-30,Greater Sydney,Inner Ring,Flat/Unit,700.0,573.0,6459.0,Strata
2477,Greater Sydney,Middle Ring,Bayside,Non Strata,1700.0,1698.0,198.0,2022-09-30,Greater Sydney,Middle Ring,House,650.0,825.0,4177.0,Non Strata
2478,Greater Sydney,Middle Ring,Bayside,Strata,734.0,774.0,456.0,2022-09-30,Greater Sydney,Middle Ring,Other,595.0,64.0,1405.0,Strata
2479,Greater Sydney,Middle Ring,Bayside,Strata,734.0,774.0,456.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,740.0,46.0,987.0,Strata
2480,Greater Sydney,Middle Ring,Bayside,Strata,734.0,774.0,456.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,620.0,1845.0,20361.0,Strata
2481,Greater Sydney,Middle Ring,Burwood,Non Strata,1997.0,2141.0,36.0,2022-09-30,Greater Sydney,Middle Ring,House,620.0,192.0,902.0,Non Strata
2482,Greater Sydney,Middle Ring,Burwood,Strata,830.0,862.0,95.0,2022-09-30,Greater Sydney,Middle Ring,Other,500.0,57.0,593.0,Strata
2483,Greater Sydney,Middle Ring,Burwood,Strata,830.0,862.0,95.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,665.0,20.0,237.0,Strata
2484,Greater Sydney,Middle Ring,Burwood,Strata,830.0,862.0,95.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,580.0,496.0,4417.0,Strata
2485,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2738.0,2818.0,120.0,2022-09-30,Greater Sydney,Middle Ring,House,720.0,430.0,2129.0,Non Strata
2486,Greater Sydney,Middle Ring,Canada Bay,Strata,975.0,1149.0,229.0,2022-09-30,Greater Sydney,Middle Ring,Other,630.0,41.0,674.0,Strata
2487,Greater Sydney,Middle Ring,Canada Bay,Strata,975.0,1149.0,229.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,783.0,42.0,704.0,Strata
2488,Greater Sydney,Middle Ring,Canada Bay,Strata,975.0,1149.0,229.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,620.0,767.0,9085.0,Strata
2489,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1211.0,1262.0,593.0,2022-09-30,Greater Sydney,Middle Ring,House,580.0,1182.0,10493.0,Non Strata
2490,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,545.0,570.0,465.0,2022-09-30,Greater Sydney,Middle Ring,Other,400.0,167.0,4139.0,Strata
2491,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,545.0,570.0,465.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,600.0,194.0,3385.0,Strata
2492,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,545.0,570.0,465.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,415.0,1473.0,18079.0,Strata
2493,Greater Sydney,Middle Ring,Cumberland,Non Strata,1095.0,1149.0,308.0,2022-09-30,Greater Sydney,Middle Ring,House,540.0,957.0,8063.0,Non Strata
2494,Greater Sydney,Middle Ring,Cumberland,Strata,560.0,557.0,314.0,2022-09-30,Greater Sydney,Middle Ring,Other,410.0,150.0,2906.0,Strata
2495,Greater Sydney,Middle Ring,Cumberland,Strata,560.0,557.0,314.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,570.0,157.0,2582.0,Strata
2496,Greater Sydney,Middle Ring,Cumberland,Strata,560.0,557.0,314.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,440.0,1179.0,13980.0,Strata
2497,Greater Sydney,Middle Ring,Georges River,Non Strata,1700.0,1838.0,221.0,2022-09-30,Greater Sydney,Middle Ring,House,600.0,531.0,3734.0,Non Strata
2498,Greater Sydney,Middle Ring,Georges River,Strata,700.0,712.0,310.0,2022-09-30,Greater Sydney,Middle Ring,Other,463.0,46.0,1166.0,Strata
2499,Greater Sydney,Middle Ring,Georges River,Strata,700.0,712.0,310.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,620.0,55.0,930.0,Strata
2500,Greater Sydney,Middle Ring,Georges River,Strata,700.0,712.0,310.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,495.0,747.0,10406.0,Strata
2501,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,3850.0,3902.0,20.0,2022-09-30,Greater Sydney,Middle Ring,House,740.0,48.0,286.0,Non Strata
2502,Greater Sydney,Middle Ring,Hunters Hill,Strata,1280.0,1539.0,20.0,2022-09-30,Greater Sydney,Middle Ring,Other,500.0,5.0,43.0,Strata
2503,Greater Sydney,Middle Ring,Hunters Hill,Strata,1280.0,1539.0,20.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,665.0,5.0,77.0,Strata
2504,Greater Sydney,Middle Ring,Hunters Hill,Strata,1280.0,1539.0,20.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,505.0,36.0,513.0,Strata
2505,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2890.0,3224.0,288.0,2022-09-30,Greater Sydney,Middle Ring,House,1038.0,390.0,2870.0,Non Strata
2506,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1050.0,1166.0,173.0,2022-09-30,Greater Sydney,Middle Ring,Other,550.0,20.0,305.0,Strata
2507,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1050.0,1166.0,173.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,1075.0,20.0,247.0,Strata
2508,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1050.0,1166.0,173.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,605.0,416.0,4775.0,Strata
2509,Greater Sydney,Middle Ring,Parramatta,Non Strata,1528.0,1591.0,324.0,2022-09-30,Greater Sydney,Middle Ring,House,550.0,1288.0,7143.0,Non Strata
2510,Greater Sydney,Middle Ring,Parramatta,Strata,650.0,677.0,765.0,2022-09-30,Greater Sydney,Middle Ring,Other,450.0,103.0,2199.0,Strata
2511,Greater Sydney,Middle Ring,Parramatta,Strata,650.0,677.0,765.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,600.0,156.0,2665.0,Strata
2512,Greater Sydney,Middle Ring,Parramatta,Strata,650.0,677.0,765.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,520.0,2573.0,28105.0,Strata
2513,Greater Sydney,Middle Ring,Ryde,Non Strata,2225.0,2276.0,164.0,2022-09-30,Greater Sydney,Middle Ring,House,600.0,671.0,3289.0,Non Strata
2514,Greater Sydney,Middle Ring,Ryde,Strata,760.0,832.0,366.0,2022-09-30,Greater Sydney,Middle Ring,Other,530.0,37.0,885.0,Strata
2515,Greater Sydney,Middle Ring,Ryde,Strata,760.0,832.0,366.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,615.0,105.0,1549.0,Strata
2516,Greater Sydney,Middle Ring,Ryde,Strata,760.0,832.0,366.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,520.0,1154.0,13461.0,Strata
2517,Greater Sydney,Middle Ring,Strathfield,Non Strata,2940.0,3125.0,44.0,2022-09-30,Greater Sydney,Middle Ring,House,560.0,202.0,879.0,Non Strata
2518,Greater Sydney,Middle Ring,Strathfield,Strata,650.0,686.0,147.0,2022-09-30,Greater Sydney,Middle Ring,Other,500.0,41.0,722.0,Strata
2519,Greater Sydney,Middle Ring,Strathfield,Strata,650.0,686.0,147.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,710.0,20.0,230.0,Strata
2520,Greater Sydney,Middle Ring,Strathfield,Strata,650.0,686.0,147.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,540.0,431.0,5166.0,Strata
2521,Greater Sydney,Middle Ring,Willoughby,Non Strata,3025.0,3193.0,114.0,2022-09-30,Greater Sydney,Middle Ring,House,800.0,373.0,1991.0,Non Strata
2522,Greater Sydney,Middle Ring,Willoughby,Strata,1160.0,1445.0,151.0,2022-09-30,Greater Sydney,Middle Ring,Other,380.0,20.0,356.0,Strata
2523,Greater Sydney,Middle Ring,Willoughby,Strata,1160.0,1445.0,151.0,2022-09-30,Greater Sydney,Middle Ring,Townhouse,885.0,34.0,426.0,Strata
2524,Greater Sydney,Middle Ring,Willoughby,Strata,1160.0,1445.0,151.0,2022-09-30,Greater Sydney,Middle Ring,Flat/Unit,590.0,722.0,7719.0,Strata
2525,Greater Sydney,Outer Ring,Blacktown,Non Strata,960.0,1007.0,825.0,2022-09-30,Greater Sydney,Outer Ring,House,530.0,2514.0,23060.0,Non Strata
2526,Greater Sydney,Outer Ring,Blacktown,Strata,589.0,588.0,386.0,2022-09-30,Greater Sydney,Outer Ring,Other,388.0,118.0,2876.0,Strata
2527,Greater Sydney,Outer Ring,Blacktown,Strata,589.0,588.0,386.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,500.0,163.0,3086.0,Strata
2528,Greater Sydney,Outer Ring,Blacktown,Strata,589.0,588.0,386.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,450.0,619.0,6328.0,Strata
2529,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,900.0,987.0,307.0,2022-09-30,Greater Sydney,Outer Ring,House,550.0,292.0,3403.0,Non Strata
2530,Greater Sydney,Outer Ring,Blue Mountains,Strata,718.0,682.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Other,400.0,5.0,212.0,Strata
2531,Greater Sydney,Outer Ring,Blue Mountains,Strata,718.0,682.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,527.5,5.0,263.0,Strata
2532,Greater Sydney,Outer Ring,Blue Mountains,Strata,718.0,682.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,355.0,40.0,655.0,Strata
2533,Greater Sydney,Outer Ring,Camden,Non Strata,1020.0,1079.0,383.0,2022-09-30,Greater Sydney,Outer Ring,House,635.0,745.0,7142.0,Non Strata
2534,Greater Sydney,Outer Ring,Camden,Strata,768.0,836.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Other,400.0,20.0,419.0,Strata
2535,Greater Sydney,Outer Ring,Camden,Strata,768.0,836.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,505.0,20.0,346.0,Strata
2536,Greater Sydney,Outer Ring,Camden,Strata,768.0,836.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,410.0,43.0,537.0,Strata
2537,Greater Sydney,Outer Ring,Campbelltown,Non Strata,800.0,819.0,405.0,2022-09-30,Greater Sydney,Outer Ring,House,480.0,971.0,9619.0,Non Strata
2538,Greater Sydney,Outer Ring,Campbelltown,Strata,515.0,521.0,149.0,2022-09-30,Greater Sydney,Outer Ring,Other,380.0,59.0,1475.0,Strata
2539,Greater Sydney,Outer Ring,Campbelltown,Strata,515.0,521.0,149.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,415.0,60.0,1607.0,Strata
2540,Greater Sydney,Outer Ring,Campbelltown,Strata,515.0,521.0,149.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,410.0,157.0,2229.0,Strata
2541,Greater Sydney,Outer Ring,Central Coast,Non Strata,900.0,1019.0,1027.0,2022-09-30,Greater Sydney,Outer Ring,House,550.0,2147.0,19421.0,Non Strata
2542,Greater Sydney,Outer Ring,Central Coast,Strata,650.0,699.0,296.0,2022-09-30,Greater Sydney,Outer Ring,Other,430.0,71.0,2280.0,Strata
2543,Greater Sydney,Outer Ring,Central Coast,Strata,650.0,699.0,296.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,550.0,154.0,2761.0,Strata
2544,Greater Sydney,Outer Ring,Central Coast,Strata,650.0,699.0,296.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,435.0,441.0,7207.0,Strata
2545,Greater Sydney,Outer Ring,Fairfield,Non Strata,988.0,1025.0,331.0,2022-09-30,Greater Sydney,Outer Ring,House,500.0,572.0,7613.0,Non Strata
2546,Greater Sydney,Outer Ring,Fairfield,Strata,440.0,471.0,103.0,2022-09-30,Greater Sydney,Outer Ring,Other,400.0,201.0,3086.0,Strata
2547,Greater Sydney,Outer Ring,Fairfield,Strata,440.0,471.0,103.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,505.0,68.0,1688.0,Strata
2548,Greater Sydney,Outer Ring,Fairfield,Strata,440.0,471.0,103.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,333.0,4873.0,Strata
2549,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,1000.0,1294.0,194.0,2022-09-30,Greater Sydney,Outer Ring,House,520.0,297.0,2966.0,Non Strata
