,greatersydney,rings,lga,dwellingtype,sales_price_median,sales_price_mean,sales_no,date
45505,Greater Sydney,Outer Ring,Blacktown,Strata,590.0,589.0,414.0,2022-03-31
45507,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,983.0,1052.0,338.0,2022-03-31
45508,Greater Sydney,Outer Ring,Blue Mountains,Strata,603.0,602.0,20.0,2022-03-31
45510,Greater Sydney,Outer Ring,Camden,Non Strata,1080.0,1115.0,382.0,2022-03-31
45511,Greater Sydney,Outer Ring,Camden,Strata,687.0,687.0,20.0,2022-03-31
45513,Greater Sydney,Outer Ring,Campbelltown,Non Strata,830.0,867.0,421.0,2022-03-31
45514,Greater Sydney,Outer Ring,Campbelltown,Strata,536.0,544.0,142.0,2022-03-31
45516,Greater Sydney,Outer Ring,Central Coast,Non Strata,995.0,1133.0,1227.0,2022-03-31
45517,Greater Sydney,Outer Ring,Central Coast,Strata,685.0,739.0,347.0,2022-03-31
45519,Greater Sydney,Outer Ring,Fairfield,Non Strata,1018.0,1061.0,331.0,2022-03-31
45520,Greater Sydney,Outer Ring,Fairfield,Strata,450.0,498.0,107.0,2022-03-31
45522,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,968.0,1264.0,214.0,2022-03-31
45523,Greater Sydney,Outer Ring,Hawkesbury,Strata,650.0,617.0,33.0,2022-03-31
45525,Greater Sydney,Outer Ring,Hornsby,Non Strata,1918.0,1985.0,282.0,2022-03-31
45526,Greater Sydney,Outer Ring,Hornsby,Strata,715.0,790.0,195.0,2022-03-31
45528,Greater Sydney,Outer Ring,Liverpool,Non Strata,1002.0,1061.0,434.0,2022-03-31
45529,Greater Sydney,Outer Ring,Liverpool,Strata,542.0,538.0,211.0,2022-03-31
45531,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2851.0,3129.0,452.0,2022-03-31
45532,Greater Sydney,Outer Ring,Northern Beaches,Strata,1200.0,1342.0,429.0,2022-03-31
45534,Greater Sydney,Outer Ring,Penrith,Non Strata,920.0,964.0,536.0,2022-03-31
45535,Greater Sydney,Outer Ring,Penrith,Strata,600.0,585.0,273.0,2022-03-31
45537,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1745.0,1885.0,419.0,2022-03-31
45538,Greater Sydney,Outer Ring,Sutherland Shire,Strata,920.0,997.0,495.0,2022-03-31
45540,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1880.0,2078.0,402.0,2022-03-31
45541,Greater Sydney,Outer Ring,The Hills Shire,Strata,935.0,977.0,126.0,2022-03-31
45543,Greater Sydney,Outer Ring,Wollondilly,Non Strata,1125.0,1275.0,170.0,2022-03-31
45544,Greater Sydney,Outer Ring,Wollondilly,Strata,650.0,,5.0,2022-03-31
48245,Greater Sydney,Inner Ring,Inner West,Non Strata,1929.0,2127.0,418.0,2022-06-30
48246,Greater Sydney,Inner Ring,Inner West,Strata,830.0,904.0,342.0,2022-06-30
48248,Greater Sydney,Inner Ring,Lane Cove,Non Strata,4000.0,21753.0,82.0,2022-06-30
48249,Greater Sydney,Inner Ring,Lane Cove,Strata,873.0,1093.0,166.0,2022-06-30
48251,Greater Sydney,Inner Ring,Mosman,Non Strata,4575.0,6042.0,35.0,2022-06-30
48252,Greater Sydney,Inner Ring,Mosman,Strata,1600.0,2666.0,95.0,2022-06-30
48254,Greater Sydney,Inner Ring,North Sydney,Non Strata,3225.0,3556.0,51.0,2022-06-30
48255,Greater Sydney,Inner Ring,North Sydney,Strata,1240.0,1380.0,373.0,2022-06-30
48257,Greater Sydney,Inner Ring,Randwick,Non Strata,3025.0,3298.0,157.0,2022-06-30
48258,Greater Sydney,Inner Ring,Randwick,Strata,1098.0,1182.0,282.0,2022-06-30
48260,Greater Sydney,Inner Ring,Sydney,Non Strata,1933.0,2161.0,200.0,2022-06-30
48261,Greater Sydney,Inner Ring,Sydney,Strata,965.0,1179.0,1008.0,2022-06-30
48263,Greater Sydney,Inner Ring,Waverley,Non Strata,4010.0,4557.0,98.0,2022-06-30
48264,Greater Sydney,Inner Ring,Waverley,Strata,1403.0,1530.0,216.0,2022-06-30
48266,Greater Sydney,Inner Ring,Woollahra,Non Strata,5165.0,6257.0,110.0,2022-06-30
48267,Greater Sydney,Inner Ring,Woollahra,Strata,1675.0,2160.0,157.0,2022-06-30
48272,Greater Sydney,Middle Ring,Bayside,Non Strata,1800.0,1882.0,206.0,2022-06-30
48273,Greater Sydney,Middle Ring,Bayside,Strata,750.0,801.0,594.0,2022-06-30
48275,Greater Sydney,Middle Ring,Burwood,Non Strata,1975.0,2100.0,53.0,2022-06-30
48276,Greater Sydney,Middle Ring,Burwood,Strata,880.0,915.0,102.0,2022-06-30
48278,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2800.0,2846.0,126.0,2022-06-30
48279,Greater Sydney,Middle Ring,Canada Bay,Strata,1050.0,1175.0,259.0,2022-06-30
48281,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1300.0,1364.0,682.0,2022-06-30
48282,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,595.0,621.0,469.0,2022-06-30
48284,Greater Sydney,Middle Ring,Cumberland,Non Strata,1121.0,1172.0,374.0,2022-06-30
48285,Greater Sydney,Middle Ring,Cumberland,Strata,554.0,573.0,372.0,2022-06-30
48287,Greater Sydney,Middle Ring,Georges River,Non Strata,1831.0,2013.0,244.0,2022-06-30
48288,Greater Sydney,Middle Ring,Georges River,Strata,700.0,738.0,324.0,2022-06-30
48290,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,3950.0,4235.0,20.0,2022-06-30
48291,Greater Sydney,Middle Ring,Hunters Hill,Strata,925.0,1161.0,20.0,2022-06-30
48293,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,3005.0,3282.0,302.0,2022-06-30
48294,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1075.0,1193.0,174.0,2022-06-30
48296,Greater Sydney,Middle Ring,Parramatta,Non Strata,1611.0,1658.0,353.0,2022-06-30
48297,Greater Sydney,Middle Ring,Parramatta,Strata,680.0,713.0,845.0,2022-06-30
48299,Greater Sydney,Middle Ring,Ryde,Non Strata,2398.0,2447.0,188.0,2022-06-30
48300,Greater Sydney,Middle Ring,Ryde,Strata,838.0,880.0,360.0,2022-06-30
48302,Greater Sydney,Middle Ring,Strathfield,Non Strata,2720.0,2833.0,41.0,2022-06-30
48303,Greater Sydney,Middle Ring,Strathfield,Strata,655.0,678.0,141.0,2022-06-30
48305,Greater Sydney,Middle Ring,Willoughby,Non Strata,3318.0,3498.0,126.0,2022-06-30
48306,Greater Sydney,Middle Ring,Willoughby,Strata,1620.0,22698.0,205.0,2022-06-30
48311,Greater Sydney,Outer Ring,Blacktown,Non Strata,1020.0,1071.0,883.0,2022-06-30
48312,Greater Sydney,Outer Ring,Blacktown,Strata,600.0,611.0,433.0,2022-06-30
48314,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,938.0,1013.0,296.0,2022-06-30
48315,Greater Sydney,Outer Ring,Blue Mountains,Strata,700.0,662.0,20.0,2022-06-30
48317,Greater Sydney,Outer Ring,Camden,Non Strata,1050.0,1128.0,367.0,2022-06-30
48318,Greater Sydney,Outer Ring,Camden,Strata,691.0,699.0,31.0,2022-06-30
48320,Greater Sydney,Outer Ring,Campbelltown,Non Strata,847.0,894.0,450.0,2022-06-30
48321,Greater Sydney,Outer Ring,Campbelltown,Strata,533.0,539.0,131.0,2022-06-30
48323,Greater Sydney,Outer Ring,Central Coast,Non Strata,996.0,1124.0,1071.0,2022-06-30
48324,Greater Sydney,Outer Ring,Central Coast,Strata,665.0,737.0,324.0,2022-06-30
48326,Greater Sydney,Outer Ring,Fairfield,Non Strata,1018.0,1056.0,370.0,2022-06-30
48327,Greater Sydney,Outer Ring,Fairfield,Strata,497.0,505.0,129.0,2022-06-30
48329,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,1200.0,1383.0,186.0,2022-06-30
48330,Greater Sydney,Outer Ring,Hawkesbury,Strata,683.0,657.0,36.0,2022-06-30
48332,Greater Sydney,Outer Ring,Hornsby,Non Strata,1820.0,1910.0,297.0,2022-06-30
48333,Greater Sydney,Outer Ring,Hornsby,Strata,720.0,806.0,202.0,2022-06-30
48335,Greater Sydney,Outer Ring,Liverpool,Non Strata,1048.0,1101.0,478.0,2022-06-30
48336,Greater Sydney,Outer Ring,Liverpool,Strata,528.0,540.0,236.0,2022-06-30
48338,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2620.0,2982.0,485.0,2022-06-30
48339,Greater Sydney,Outer Ring,Northern Beaches,Strata,1150.0,1261.0,448.0,2022-06-30
48341,Greater Sydney,Outer Ring,Penrith,Non Strata,915.0,977.0,522.0,2022-06-30
48342,Greater Sydney,Outer Ring,Penrith,Strata,572.0,554.0,251.0,2022-06-30
48344,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1700.0,1842.0,465.0,2022-06-30
48345,Greater Sydney,Outer Ring,Sutherland Shire,Strata,867.0,992.0,449.0,2022-06-30
48347,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1825.0,1942.0,467.0,2022-06-30
48348,Greater Sydney,Outer Ring,The Hills Shire,Strata,800.0,888.0,180.0,2022-06-30
48350,Greater Sydney,Outer Ring,Wollondilly,Non Strata,1000.0,1122.0,180.0,2022-06-30
48351,Greater Sydney,Outer Ring,Wollondilly,Strata,558.0,586.0,20.0,2022-06-30
51064,Greater Sydney,Inner Ring,Inner West,Non Strata,1803.0,1970.0,384.0,2022-09-30
51065,Greater Sydney,Inner Ring,Inner West,Strata,776.0,871.0,342.0,2022-09-30
51067,Greater Sydney,Inner Ring,Lane Cove,Non Strata,4575.0,19542.0,78.0,2022-09-30
51068,Greater Sydney,Inner Ring,Lane Cove,Strata,903.0,1061.0,140.0,2022-09-30
51070,Greater Sydney,Inner Ring,Mosman,Non Strata,4718.0,5500.0,53.0,2022-09-30
51071,Greater Sydney,Inner Ring,Mosman,Strata,1325.0,1719.0,87.0,2022-09-30
51073,Greater Sydney,Inner Ring,North Sydney,Non Strata,3363.0,3574.0,48.0,2022-09-30
51074,Greater Sydney,Inner Ring,North Sydney,Strata,1225.0,1401.0,313.0,2022-09-30
51076,Greater Sydney,Inner Ring,Randwick,Non Strata,2800.0,2913.0,139.0,2022-09-30
51077,Greater Sydney,Inner Ring,Randwick,Strata,1060.0,1173.0,271.0,2022-09-30
51079,Greater Sydney,Inner Ring,Sydney,Non Strata,1745.0,1918.0,182.0,2022-09-30
51080,Greater Sydney,Inner Ring,Sydney,Strata,923.0,1152.0,972.0,2022-09-30
51082,Greater Sydney,Inner Ring,Waverley,Non Strata,3920.0,4136.0,73.0,2022-09-30
51083,Greater Sydney,Inner Ring,Waverley,Strata,1350.0,1527.0,195.0,2022-09-30
51085,Greater Sydney,Inner Ring,Woollahra,Non Strata,4625.0,5253.0,90.0,2022-09-30
51086,Greater Sydney,Inner Ring,Woollahra,Strata,1800.0,2084.0,151.0,2022-09-30
51091,Greater Sydney,Middle Ring,Bayside,Non Strata,1700.0,1698.0,198.0,2022-09-30
51092,Greater Sydney,Middle Ring,Bayside,Strata,734.0,774.0,456.0,2022-09-30
51094,Greater Sydney,Middle Ring,Burwood,Non Strata,1997.0,2141.0,36.0,2022-09-30
51095,Greater Sydney,Middle Ring,Burwood,Strata,830.0,862.0,95.0,2022-09-30
51097,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2738.0,2818.0,120.0,2022-09-30
51098,Greater Sydney,Middle Ring,Canada Bay,Strata,975.0,1149.0,229.0,2022-09-30
51100,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1211.0,1262.0,593.0,2022-09-30
51101,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,545.0,570.0,465.0,2022-09-30
51103,Greater Sydney,Middle Ring,Cumberland,Non Strata,1095.0,1149.0,308.0,2022-09-30
51104,Greater Sydney,Middle Ring,Cumberland,Strata,560.0,557.0,314.0,2022-09-30
51106,Greater Sydney,Middle Ring,Georges River,Non Strata,1700.0,1838.0,221.0,2022-09-30
51107,Greater Sydney,Middle Ring,Georges River,Strata,700.0,712.0,310.0,2022-09-30
51109,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,3850.0,3902.0,20.0,2022-09-30
51110,Greater Sydney,Middle Ring,Hunters Hill,Strata,1280.0,1539.0,20.0,2022-09-30
51112,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2890.0,3224.0,288.0,2022-09-30
51113,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1050.0,1166.0,173.0,2022-09-30
51115,Greater Sydney,Middle Ring,Parramatta,Non Strata,1528.0,1591.0,324.0,2022-09-30
51116,Greater Sydney,Middle Ring,Parramatta,Strata,650.0,677.0,765.0,2022-09-30
51118,Greater Sydney,Middle Ring,Ryde,Non Strata,2225.0,2276.0,164.0,2022-09-30
51119,Greater Sydney,Middle Ring,Ryde,Strata,760.0,832.0,366.0,2022-09-30
51121,Greater Sydney,Middle Ring,Strathfield,Non Strata,2940.0,3125.0,44.0,2022-09-30
51122,Greater Sydney,Middle Ring,Strathfield,Strata,650.0,686.0,147.0,2022-09-30
51124,Greater Sydney,Middle Ring,Willoughby,Non Strata,3025.0,3193.0,114.0,2022-09-30
51125,Greater Sydney,Middle Ring,Willoughby,Strata,1160.0,1445.0,151.0,2022-09-30
51130,Greater Sydney,Outer Ring,Blacktown,Non Strata,960.0,1007.0,825.0,2022-09-30
51131,Greater Sydney,Outer Ring,Blacktown,Strata,589.0,588.0,386.0,2022-09-30
51133,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,900.0,987.0,307.0,2022-09-30
51134,Greater Sydney,Outer Ring,Blue Mountains,Strata,718.0,682.0,20.0,2022-09-30
51136,Greater Sydney,Outer Ring,Camden,Non Strata,1020.0,1079.0,383.0,2022-09-30
51137,Greater Sydney,Outer Ring,Camden,Strata,768.0,836.0,20.0,2022-09-30
51139,Greater Sydney,Outer Ring,Campbelltown,Non Strata,800.0,819.0,405.0,2022-09-30
51140,Greater Sydney,Outer Ring,Campbelltown,Strata,515.0,521.0,149.0,2022-09-30
51142,Greater Sydney,Outer Ring,Central Coast,Non Strata,900.0,1019.0,1027.0,2022-09-30
51143,Greater Sydney,Outer Ring,Central Coast,Strata,650.0,699.0,296.0,2022-09-30
51145,Greater Sydney,Outer Ring,Fairfield,Non Strata,988.0,1025.0,331.0,2022-09-30
51146,Greater Sydney,Outer Ring,Fairfield,Strata,440.0,471.0,103.0,2022-09-30
51148,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,1000.0,1294.0,194.0,2022-09-30
51149,Greater Sydney,Outer Ring,Hawkesbury,Strata,600.0,597.0,20.0,2022-09-30
51151,Greater Sydney,Outer Ring,Hornsby,Non Strata,1680.0,1757.0,283.0,2022-09-30
51152,Greater Sydney,Outer Ring,Hornsby,Strata,700.0,770.0,182.0,2022-09-30
51154,Greater Sydney,Outer Ring,Liverpool,Non Strata,995.0,1046.0,429.0,2022-09-30
51155,Greater Sydney,Outer Ring,Liverpool,Strata,520.0,534.0,261.0,2022-09-30
51157,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2300.0,2560.0,442.0,2022-09-30
51158,Greater Sydney,Outer Ring,Northern Beaches,Strata,1105.0,1226.0,433.0,2022-09-30
51160,Greater Sydney,Outer Ring,Penrith,Non Strata,868.0,934.0,517.0,2022-09-30
51161,Greater Sydney,Outer Ring,Penrith,Strata,580.0,563.0,251.0,2022-09-30
51163,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1640.0,1757.0,421.0,2022-09-30
51164,Greater Sydney,Outer Ring,Sutherland Shire,Strata,875.0,922.0,395.0,2022-09-30
51166,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1700.0,1888.0,457.0,2022-09-30
51167,Greater Sydney,Outer Ring,The Hills Shire,Strata,791.0,847.0,164.0,2022-09-30
51169,Greater Sydney,Outer Ring,Wollondilly,Non Strata,980.0,1161.0,173.0,2022-09-30
51170,Greater Sydney,Outer Ring,Wollondilly,Strata,650.0,,5.0,2022-09-30
53873,Greater Sydney,Inner Ring,Inner West,Non Strata,1788.0,1939.0,360.0,2022-12-31
53874,Greater Sydney,Inner Ring,Inner West,Strata,810.0,901.0,306.0,2022-12-31
53876,Greater Sydney,Inner Ring,Lane Cove,Non Strata,2875.0,3117.0,57.0,2022-12-31
53877,Greater Sydney,Inner Ring,Lane Cove,Strata,980.0,1085.0,157.0,2022-12-31
53879,Greater Sydney,Inner Ring,Mosman,Non Strata,4775.0,5700.0,48.0,2022-12-31
53880,Greater Sydney,Inner Ring,Mosman,Strata,955.0,1133.0,75.0,2022-12-31
53882,Greater Sydney,Inner Ring,North Sydney,Non Strata,2985.0,2939.0,36.0,2022-12-31
53883,Greater Sydney,Inner Ring,North Sydney,Strata,1130.0,1275.0,291.0,2022-12-31
53885,Greater Sydney,Inner Ring,Randwick,Non Strata,2800.0,3140.0,159.0,2022-12-31
53886,Greater Sydney,Inner Ring,Randwick,Strata,1000.0,1196.0,258.0,2022-12-31
53888,Greater Sydney,Inner Ring,Sydney,Non Strata,1900.0,2081.0,180.0,2022-12-31
53889,Greater Sydney,Inner Ring,Sydney,Strata,878.0,1009.0,898.0,2022-12-31
53891,Greater Sydney,Inner Ring,Waverley,Non Strata,4028.0,4506.0,84.0,2022-12-31
53892,Greater Sydney,Inner Ring,Waverley,Strata,1300.0,1527.0,194.0,2022-12-31
53894,Greater Sydney,Inner Ring,Woollahra,Non Strata,4175.0,6072.0,83.0,2022-12-31
53895,Greater Sydney,Inner Ring,Woollahra,Strata,1655.0,1911.0,150.0,2022-12-31
53900,Greater Sydney,Middle Ring,Bayside,Non Strata,1593.0,1705.0,196.0,2022-12-31
53901,Greater Sydney,Middle Ring,Bayside,Strata,730.0,746.0,468.0,2022-12-31
53903,Greater Sydney,Middle Ring,Burwood,Non Strata,1916.0,2141.0,36.0,2022-12-31
53904,Greater Sydney,Middle Ring,Burwood,Strata,895.0,887.0,81.0,2022-12-31
53906,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2533.0,2690.0,108.0,2022-12-31
53907,Greater Sydney,Middle Ring,Canada Bay,Strata,980.0,1115.0,221.0,2022-12-31
53909,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1200.0,1227.0,540.0,2022-12-31
53910,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,580.0,590.0,391.0,2022-12-31
53912,Greater Sydney,Middle Ring,Cumberland,Non Strata,1050.0,1095.0,282.0,2022-12-31
53913,Greater Sydney,Middle Ring,Cumberland,Strata,535.0,559.0,305.0,2022-12-31
53915,Greater Sydney,Middle Ring,Georges River,Non Strata,1600.0,1710.0,207.0,2022-12-31
53916,Greater Sydney,Middle Ring,Georges River,Strata,710.0,756.0,261.0,2022-12-31
53918,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,4002.0,4334.0,20.0,2022-12-31
53919,Greater Sydney,Middle Ring,Hunters Hill,Strata,1065.0,1225.0,20.0,2022-12-31
53921,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2921.0,3221.0,288.0,2022-12-31
53922,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,975.0,1072.0,156.0,2022-12-31
53924,Greater Sydney,Middle Ring,Parramatta,Non Strata,1549.0,1639.0,314.0,2022-12-31
53925,Greater Sydney,Middle Ring,Parramatta,Strata,685.0,1548.0,711.0,2022-12-31
53927,Greater Sydney,Middle Ring,Ryde,Non Strata,2200.0,2232.0,168.0,2022-12-31
53928,Greater Sydney,Middle Ring,Ryde,Strata,797.0,868.0,348.0,2022-12-31
53930,Greater Sydney,Middle Ring,Strathfield,Non Strata,2615.0,2716.0,34.0,2022-12-31
53931,Greater Sydney,Middle Ring,Strathfield,Strata,610.0,626.0,115.0,2022-12-31
53933,Greater Sydney,Middle Ring,Willoughby,Non Strata,3305.0,3347.0,124.0,2022-12-31
53934,Greater Sydney,Middle Ring,Willoughby,Strata,1000.0,1100.0,141.0,2022-12-31
53939,Greater Sydney,Outer Ring,Blacktown,Non Strata,980.0,1009.0,834.0,2022-12-31
53940,Greater Sydney,Outer Ring,Blacktown,Strata,601.0,608.0,317.0,2022-12-31
53942,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,880.0,941.0,289.0,2022-12-31
53943,Greater Sydney,Outer Ring,Blue Mountains,Strata,648.0,653.0,20.0,2022-12-31
53945,Greater Sydney,Outer Ring,Camden,Non Strata,1046.0,1131.0,308.0,2022-12-31
53946,Greater Sydney,Outer Ring,Camden,Strata,670.0,715.0,20.0,2022-12-31
53948,Greater Sydney,Outer Ring,Campbelltown,Non Strata,810.0,832.0,351.0,2022-12-31
53949,Greater Sydney,Outer Ring,Campbelltown,Strata,530.0,525.0,106.0,2022-12-31
53951,Greater Sydney,Outer Ring,Central Coast,Non Strata,915.0,1033.0,991.0,2022-12-31
53952,Greater Sydney,Outer Ring,Central Coast,Strata,655.0,694.0,270.0,2022-12-31
53954,Greater Sydney,Outer Ring,Fairfield,Non Strata,980.0,1027.0,311.0,2022-12-31
53955,Greater Sydney,Outer Ring,Fairfield,Strata,430.0,469.0,107.0,2022-12-31
53957,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,880.0,1100.0,183.0,2022-12-31
53958,Greater Sydney,Outer Ring,Hawkesbury,Strata,596.0,617.0,20.0,2022-12-31
53960,Greater Sydney,Outer Ring,Hornsby,Non Strata,1718.0,1779.0,320.0,2022-12-31
53961,Greater Sydney,Outer Ring,Hornsby,Strata,680.0,733.0,144.0,2022-12-31
53963,Greater Sydney,Outer Ring,Liverpool,Non Strata,970.0,1008.0,381.0,2022-12-31
53964,Greater Sydney,Outer Ring,Liverpool,Strata,500.0,512.0,222.0,2022-12-31
53966,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2300.0,2551.0,461.0,2022-12-31
53967,Greater Sydney,Outer Ring,Northern Beaches,Strata,1050.0,1223.0,412.0,2022-12-31
53969,Greater Sydney,Outer Ring,Penrith,Non Strata,870.0,937.0,426.0,2022-12-31
53970,Greater Sydney,Outer Ring,Penrith,Strata,595.0,574.0,207.0,2022-12-31
53972,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1550.0,1674.0,381.0,2022-12-31
53973,Greater Sydney,Outer Ring,Sutherland Shire,Strata,850.0,918.0,398.0,2022-12-31
53975,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1746.0,1905.0,424.0,2022-12-31
53976,Greater Sydney,Outer Ring,The Hills Shire,Strata,803.0,836.0,177.0,2022-12-31
53978,Greater Sydney,Outer Ring,Wollondilly,Non Strata,988.0,1120.0,120.0,2022-12-31
53979,Greater Sydney,Outer Ring,Wollondilly,Strata,514.0,546.0,20.0,2022-12-31
56654,Greater Sydney,Inner Ring,Inner West,Non Strata,1919.0,2039.0,306.0,2023-03-31
56655,Greater Sydney,Inner Ring,Inner West,Strata,805.0,881.0,271.0,2023-03-31
56657,Greater Sydney,Inner Ring,Lane Cove,Non Strata,3250.0,3316.0,37.0,2023-03-31
56658,Greater Sydney,Inner Ring,Lane Cove,Strata,943.0,1111.0,173.0,2023-03-31
56660,Greater Sydney,Inner Ring,Mosman,Non Strata,5350.0,6119.0,38.0,2023-03-31
56661,Greater Sydney,Inner Ring,Mosman,Strata,1180.0,1416.0,69.0,2023-03-31
56663,Greater Sydney,Inner Ring,North Sydney,Non Strata,3100.0,3050.0,36.0,2023-03-31
56664,Greater Sydney,Inner Ring,North Sydney,Strata,1155.0,1320.0,278.0,2023-03-31
56666,Greater Sydney,Inner Ring,Randwick,Non Strata,2900.0,3075.0,120.0,2023-03-31
56667,Greater Sydney,Inner Ring,Randwick,Strata,960.0,1068.0,267.0,2023-03-31
56669,Greater Sydney,Inner Ring,Sydney,Non Strata,2025.0,2148.0,117.0,2023-03-31
56670,Greater Sydney,Inner Ring,Sydney,Strata,950.0,1061.0,922.0,2023-03-31
56672,Greater Sydney,Inner Ring,Waverley,Non Strata,3850.0,4281.0,85.0,2023-03-31
56673,Greater Sydney,Inner Ring,Waverley,Strata,1300.0,1531.0,182.0,2023-03-31
56675,Greater Sydney,Inner Ring,Woollahra,Non Strata,4425.0,5366.0,77.0,2023-03-31
56676,Greater Sydney,Inner Ring,Woollahra,Strata,1500.0,1828.0,127.0,2023-03-31
56681,Greater Sydney,Middle Ring,Bayside,Non Strata,1582.0,1628.0,147.0,2023-03-31
56682,Greater Sydney,Middle Ring,Bayside,Strata,739.0,755.0,516.0,2023-03-31
56684,Greater Sydney,Middle Ring,Burwood,Non Strata,2275.0,2213.0,20.0,2023-03-31
56685,Greater Sydney,Middle Ring,Burwood,Strata,850.0,869.0,93.0,2023-03-31
56687,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2715.0,2812.0,78.0,2023-03-31
56688,Greater Sydney,Middle Ring,Canada Bay,Strata,980.0,1099.0,216.0,2023-03-31
56690,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1203.0,1253.0,440.0,2023-03-31
56691,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,555.0,577.0,398.0,2023-03-31
56693,Greater Sydney,Middle Ring,Cumberland,Non Strata,1079.0,1113.0,270.0,2023-03-31
56694,Greater Sydney,Middle Ring,Cumberland,Strata,537.0,567.0,326.0,2023-03-31
56696,Greater Sydney,Middle Ring,Georges River,Non Strata,1700.0,1800.0,157.0,2023-03-31
56697,Greater Sydney,Middle Ring,Georges River,Strata,723.0,739.0,274.0,2023-03-31
56699,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,3410.0,3746.0,20.0,2023-03-31
56700,Greater Sydney,Middle Ring,Hunters Hill,Strata,865.0,1135.0,20.0,2023-03-31
56702,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,3150.0,3420.0,236.0,2023-03-31
56703,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1050.0,1172.0,163.0,2023-03-31
56705,Greater Sydney,Middle Ring,Parramatta,Non Strata,1556.0,1607.0,241.0,2023-03-31
56706,Greater Sydney,Middle Ring,Parramatta,Strata,663.0,679.0,739.0,2023-03-31
56708,Greater Sydney,Middle Ring,Ryde,Non Strata,2250.0,2250.0,142.0,2023-03-31
56709,Greater Sydney,Middle Ring,Ryde,Strata,785.0,802.0,357.0,2023-03-31
56711,Greater Sydney,Middle Ring,Strathfield,Non Strata,3325.0,3460.0,20.0,2023-03-31
56712,Greater Sydney,Middle Ring,Strathfield,Strata,630.0,643.0,126.0,2023-03-31
56714,Greater Sydney,Middle Ring,Willoughby,Non Strata,3376.0,3455.0,78.0,2023-03-31
56715,Greater Sydney,Middle Ring,Willoughby,Strata,970.0,1039.0,123.0,2023-03-31
56720,Greater Sydney,Outer Ring,Blacktown,Non Strata,970.0,1016.0,817.0,2023-03-31
56721,Greater Sydney,Outer Ring,Blacktown,Strata,612.0,608.0,332.0,2023-03-31
56723,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,870.0,934.0,233.0,2023-03-31
56724,Greater Sydney,Outer Ring,Blue Mountains,Strata,630.0,628.0,20.0,2023-03-31
56726,Greater Sydney,Outer Ring,Camden,Non Strata,999.0,1086.0,301.0,2023-03-31
56727,Greater Sydney,Outer Ring,Camden,Strata,705.0,734.0,20.0,2023-03-31
56729,Greater Sydney,Outer Ring,Campbelltown,Non Strata,795.0,823.0,338.0,2023-03-31
56730,Greater Sydney,Outer Ring,Campbelltown,Strata,559.0,561.0,126.0,2023-03-31
56732,Greater Sydney,Outer Ring,Central Coast,Non Strata,875.0,977.0,994.0,2023-03-31
56733,Greater Sydney,Outer Ring,Central Coast,Strata,625.0,679.0,279.0,2023-03-31
