,lga,sales_price_median,sales_price_mean,sales_no,date,greatersydney_y,rings_y,dwellingtype_y,wrent_median,new_bonds_no,total_bonds_held,dwellingtype_g
203,Parramatta,680.0,683.0,532.0,2018-06-30,Greater Sydney,Middle Ring,Flat/Unit,500.0,2476.0,20007.0,Strata
204,Ryde,1673.0,1765.0,144.0,2018-06-30,Greater Sydney,Middle Ring,House,680.0,239.0,2393.0,Non Strata
205,Ryde,803.0,942.0,316.0,2018-06-30,Greater Sydney,Middle Ring,Other,500.0,82.0,1259.0,Strata
206,Ryde,803.0,942.0,316.0,2018-06-30,Greater Sydney,Middle Ring,Townhouse,630.0,151.0,1405.0,Strata
207,Ryde,803.0,942.0,316.0,2018-06-30,Greater Sydney,Middle Ring,Flat/Unit,510.0,1157.0,9593.0,Strata
208,Strathfield,1880.0,2150.0,20.0,2018-06-30,Greater Sydney,Middle Ring,House,670.0,59.0,601.0,Non Strata
209,Strathfield,625.0,631.0,117.0,2018-06-30,Greater Sydney,Middle Ring,Other,510.0,91.0,833.0,Strata
210,Strathfield,625.0,631.0,117.0,2018-06-30,Greater Sydney,Middle Ring,Townhouse,590.0,20.0,234.0,Strata
211,Strathfield,625.0,631.0,117.0,2018-06-30,Greater Sydney,Middle Ring,Flat/Unit,520.0,440.0,3877.0,Strata
212,Willoughby,2485.0,2621.0,110.0,2018-06-30,Greater Sydney,Middle Ring,House,1000.0,171.0,1503.0,Non Strata
213,Willoughby,946.0,1023.0,120.0,2018-06-30,Greater Sydney,Middle Ring,Other,645.0,35.0,688.0,Strata
214,Willoughby,946.0,1023.0,120.0,2018-06-30,Greater Sydney,Middle Ring,Townhouse,850.0,45.0,580.0,Strata
215,Willoughby,946.0,1023.0,120.0,2018-06-30,Greater Sydney,Middle Ring,Flat/Unit,600.0,653.0,6071.0,Strata
216,Blacktown,740.0,771.0,697.0,2018-06-30,Greater Sydney,Outer Ring,House,480.0,1771.0,16765.0,Non Strata
217,Blacktown,571.0,551.0,186.0,2018-06-30,Greater Sydney,Outer Ring,Other,390.0,292.0,3931.0,Strata
218,Blacktown,571.0,551.0,186.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,460.0,224.0,2850.0,Strata
219,Blacktown,571.0,551.0,186.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,380.0,368.0,3674.0,Strata
220,Blue Mountains,664.0,706.0,304.0,2018-06-30,Greater Sydney,Outer Ring,House,450.0,311.0,3369.0,Non Strata
221,Blue Mountains,515.0,505.0,20.0,2018-06-30,Greater Sydney,Outer Ring,Other,415.0,5.0,335.0,Strata
222,Blue Mountains,515.0,505.0,20.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,380.0,20.0,271.0,Strata
223,Blue Mountains,515.0,505.0,20.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,320.0,54.0,703.0,Strata
224,Camden,750.0,782.0,318.0,2018-06-30,Greater Sydney,Outer Ring,House,530.0,632.0,4779.0,Non Strata
225,Camden,650.0,606.0,20.0,2018-06-30,Greater Sydney,Outer Ring,Other,450.0,36.0,509.0,Strata
226,Camden,650.0,606.0,20.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,410.0,32.0,234.0,Strata
227,Camden,650.0,606.0,20.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,375.0,36.0,265.0,Strata
228,Campbelltown,645.0,657.0,378.0,2018-06-30,Greater Sydney,Outer Ring,House,435.0,776.0,7262.0,Non Strata
229,Campbelltown,481.0,480.0,92.0,2018-06-30,Greater Sydney,Outer Ring,Other,380.0,178.0,1773.0,Strata
230,Campbelltown,481.0,480.0,92.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,380.0,132.0,1759.0,Strata
231,Campbelltown,481.0,480.0,92.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,178.0,1618.0,Strata
232,Central Coast,658.0,708.0,1117.0,2018-06-30,Greater Sydney,Outer Ring,House,440.0,1846.0,16790.0,Non Strata
233,Central Coast,500.0,528.0,289.0,2018-06-30,Greater Sydney,Outer Ring,Other,360.0,147.0,3250.0,Strata
234,Central Coast,500.0,528.0,289.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,430.0,289.0,2900.0,Strata
235,Central Coast,500.0,528.0,289.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,635.0,6366.0,Strata
236,Fairfield,789.0,802.0,276.0,2018-06-30,Greater Sydney,Outer Ring,House,470.0,520.0,6569.0,Non Strata
237,Fairfield,438.0,466.0,93.0,2018-06-30,Greater Sydney,Outer Ring,Other,390.0,196.0,2591.0,Strata
238,Fairfield,438.0,466.0,93.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,445.0,118.0,1704.0,Strata
239,Fairfield,438.0,466.0,93.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,334.0,4453.0,Strata
240,Hawkesbury,743.0,858.0,152.0,2018-06-30,Greater Sydney,Outer Ring,House,450.0,248.0,2386.0,Non Strata
241,Hawkesbury,535.0,524.0,38.0,2018-06-30,Greater Sydney,Outer Ring,Other,415.0,20.0,501.0,Strata
242,Hawkesbury,535.0,524.0,38.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,420.0,45.0,539.0,Strata
243,Hawkesbury,535.0,524.0,38.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,322.5,62.0,595.0,Strata
244,Hornsby,1300.0,1360.0,244.0,2018-06-30,Greater Sydney,Outer Ring,House,687.5,290.0,3288.0,Non Strata
245,Hornsby,698.0,736.0,162.0,2018-06-30,Greater Sydney,Outer Ring,Other,495.0,69.0,1286.0,Strata
246,Hornsby,698.0,736.0,162.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,630.0,63.0,780.0,Strata
247,Hornsby,698.0,736.0,162.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,500.0,467.0,4355.0,Strata
248,Liverpool,788.0,814.0,348.0,2018-06-30,Greater Sydney,Outer Ring,House,520.0,720.0,7219.0,Non Strata
249,Liverpool,520.0,505.0,134.0,2018-06-30,Greater Sydney,Outer Ring,Other,400.0,154.0,1958.0,Strata
250,Liverpool,520.0,505.0,134.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,490.0,126.0,1501.0,Strata
251,Liverpool,520.0,505.0,134.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,397.0,592.0,5610.0,Strata
252,Northern Beaches,1700.0,1908.0,432.0,2018-06-30,Greater Sydney,Outer Ring,House,990.0,567.0,4923.0,Non Strata
253,Northern Beaches,866.0,961.0,401.0,2018-06-30,Greater Sydney,Outer Ring,Other,570.0,81.0,2063.0,Strata
254,Northern Beaches,866.0,961.0,401.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,850.0,115.0,1210.0,Strata
255,Northern Beaches,866.0,961.0,401.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,600.0,1521.0,14503.0,Strata
256,Penrith,691.0,714.0,464.0,2018-06-30,Greater Sydney,Outer Ring,House,450.0,1100.0,10012.0,Non Strata
257,Penrith,511.0,497.0,162.0,2018-06-30,Greater Sydney,Outer Ring,Other,360.0,170.0,2610.0,Strata
258,Penrith,511.0,497.0,162.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,412.5,222.0,2300.0,Strata
259,Penrith,511.0,497.0,162.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,360.0,480.0,3278.0,Strata
260,Sutherland Shire,1200.0,1290.0,415.0,2018-06-30,Greater Sydney,Outer Ring,House,720.0,395.0,3612.0,Non Strata
261,Sutherland Shire,770.0,860.0,367.0,2018-06-30,Greater Sydney,Outer Ring,Other,570.0,49.0,1493.0,Strata
262,Sutherland Shire,770.0,860.0,367.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,660.0,177.0,1621.0,Strata
263,Sutherland Shire,770.0,860.0,367.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,495.0,807.0,7887.0,Strata
264,The Hills Shire,1257.0,1345.0,345.0,2018-06-30,Greater Sydney,Outer Ring,House,640.0,567.0,4993.0,Non Strata
265,The Hills Shire,783.0,786.0,86.0,2018-06-30,Greater Sydney,Outer Ring,Other,520.0,68.0,973.0,Strata
266,The Hills Shire,783.0,786.0,86.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,600.0,107.0,1127.0,Strata
267,The Hills Shire,783.0,786.0,86.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,520.0,231.0,1739.0,Strata
268,Wollondilly,815.0,861.0,118.0,2018-06-30,Greater Sydney,Outer Ring,House,460.0,171.0,1479.0,Non Strata
269,Wollondilly,535.0,,5.0,2018-06-30,Greater Sydney,Outer Ring,Other,475.0,20.0,269.0,Strata
270,Wollondilly,535.0,,5.0,2018-06-30,Greater Sydney,Outer Ring,Townhouse,445.0,5.0,79.0,Strata
271,Wollondilly,535.0,,5.0,2018-06-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,20.0,207.0,Strata
272,Inner West,1371.0,1437.0,232.0,2018-09-30,Greater Sydney,Inner Ring,House,780.0,765.0,5925.0,Non Strata
273,Inner West,735.0,776.0,201.0,2018-09-30,Greater Sydney,Inner Ring,Other,540.0,206.0,4775.0,Strata
274,Inner West,735.0,776.0,201.0,2018-09-30,Greater Sydney,Inner Ring,Townhouse,750.0,202.0,2600.0,Strata
275,Inner West,735.0,776.0,201.0,2018-09-30,Greater Sydney,Inner Ring,Flat/Unit,500.0,1978.0,17000.0,Strata
276,Lane Cove,2650.0,2589.0,36.0,2018-09-30,Greater Sydney,Inner Ring,House,955.0,82.0,707.0,Non Strata
277,Lane Cove,745.0,804.0,97.0,2018-09-30,Greater Sydney,Inner Ring,Other,558.75,5.0,249.0,Strata
278,Lane Cove,745.0,804.0,97.0,2018-09-30,Greater Sydney,Inner Ring,Townhouse,830.0,20.0,309.0,Strata
279,Lane Cove,745.0,804.0,97.0,2018-09-30,Greater Sydney,Inner Ring,Flat/Unit,550.0,416.0,3425.0,Strata
280,Mosman,3675.0,4358.0,36.0,2018-09-30,Greater Sydney,Inner Ring,House,1575.0,64.0,464.0,Non Strata
281,Mosman,900.0,1099.0,70.0,2018-09-30,Greater Sydney,Inner Ring,Other,558.75,5.0,331.0,Strata
282,Mosman,900.0,1099.0,70.0,2018-09-30,Greater Sydney,Inner Ring,Townhouse,855.0,20.0,196.0,Strata
283,Mosman,900.0,1099.0,70.0,2018-09-30,Greater Sydney,Inner Ring,Flat/Unit,595.0,356.0,2902.0,Strata
284,North Sydney,2278.0,2642.0,42.0,2018-09-30,Greater Sydney,Inner Ring,House,1000.0,109.0,770.0,Non Strata
285,North Sydney,1070.0,1247.0,234.0,2018-09-30,Greater Sydney,Inner Ring,Other,577.5,54.0,1204.0,Strata
286,North Sydney,1070.0,1247.0,234.0,2018-09-30,Greater Sydney,Inner Ring,Townhouse,900.0,98.0,912.0,Strata
287,North Sydney,1070.0,1247.0,234.0,2018-09-30,Greater Sydney,Inner Ring,Flat/Unit,610.0,1412.0,13095.0,Strata
288,Randwick,1845.0,2025.0,88.0,2018-09-30,Greater Sydney,Inner Ring,House,995.0,266.0,2101.0,Non Strata
289,Randwick,862.0,923.0,157.0,2018-09-30,Greater Sydney,Inner Ring,Other,420.0,117.0,2347.0,Strata
290,Randwick,862.0,923.0,157.0,2018-09-30,Greater Sydney,Inner Ring,Townhouse,920.0,81.0,1152.0,Strata
291,Randwick,862.0,923.0,157.0,2018-09-30,Greater Sydney,Inner Ring,Flat/Unit,620.0,1645.0,14804.0,Strata
292,Sydney,1411.0,1516.0,124.0,2018-09-30,Greater Sydney,Inner Ring,House,770.0,514.0,2942.0,Non Strata
293,Sydney,850.0,968.0,531.0,2018-09-30,Greater Sydney,Inner Ring,Other,540.0,743.0,9172.0,Strata
294,Sydney,850.0,968.0,531.0,2018-09-30,Greater Sydney,Inner Ring,Townhouse,820.0,286.0,3772.0,Strata
295,Sydney,850.0,968.0,531.0,2018-09-30,Greater Sydney,Inner Ring,Flat/Unit,640.0,5386.0,40051.0,Strata
296,Waverley,2350.0,2618.0,67.0,2018-09-30,Greater Sydney,Inner Ring,House,1150.0,150.0,993.0,Non Strata
297,Waverley,1070.0,1159.0,159.0,2018-09-30,Greater Sydney,Inner Ring,Other,615.0,36.0,1577.0,Strata
298,Waverley,1070.0,1159.0,159.0,2018-09-30,Greater Sydney,Inner Ring,Townhouse,1100.0,49.0,618.0,Strata
299,Waverley,1070.0,1159.0,159.0,2018-09-30,Greater Sydney,Inner Ring,Flat/Unit,700.0,1324.0,10390.0,Strata
300,Woollahra,3600.0,4789.0,51.0,2018-09-30,Greater Sydney,Inner Ring,House,1175.0,139.0,839.0,Non Strata
301,Woollahra,1213.0,1409.0,122.0,2018-09-30,Greater Sydney,Inner Ring,Other,850.0,37.0,1204.0,Strata
302,Woollahra,1213.0,1409.0,122.0,2018-09-30,Greater Sydney,Inner Ring,Townhouse,1250.0,55.0,766.0,Strata
303,Woollahra,1213.0,1409.0,122.0,2018-09-30,Greater Sydney,Inner Ring,Flat/Unit,685.0,615.0,5608.0,Strata
304,Bayside,1195.0,1219.0,111.0,2018-09-30,Greater Sydney,Middle Ring,House,670.0,312.0,3168.0,Non Strata
305,Bayside,700.0,719.0,215.0,2018-09-30,Greater Sydney,Middle Ring,Other,550.0,119.0,2277.0,Strata
306,Bayside,700.0,719.0,215.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,700.0,109.0,1175.0,Strata
307,Bayside,700.0,719.0,215.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,580.0,1904.0,14888.0,Strata
308,Burwood,1500.0,1515.0,35.0,2018-09-30,Greater Sydney,Middle Ring,House,650.0,61.0,588.0,Non Strata
309,Burwood,750.0,779.0,37.0,2018-09-30,Greater Sydney,Middle Ring,Other,555.0,20.0,842.0,Strata
310,Burwood,750.0,779.0,37.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,560.0,20.0,209.0,Strata
311,Burwood,750.0,779.0,37.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,550.0,333.0,2724.0,Strata
312,Canada Bay,1705.0,1873.0,54.0,2018-09-30,Greater Sydney,Middle Ring,House,780.0,206.0,1630.0,Non Strata
313,Canada Bay,880.0,930.0,139.0,2018-09-30,Greater Sydney,Middle Ring,Other,630.0,73.0,959.0,Strata
314,Canada Bay,880.0,930.0,139.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,700.0,89.0,878.0,Strata
315,Canada Bay,880.0,930.0,139.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,610.0,969.0,7823.0,Strata
316,Canterbury-Bankstown,870.0,914.0,308.0,2018-09-30,Greater Sydney,Middle Ring,House,560.0,886.0,8519.0,Non Strata
317,Canterbury-Bankstown,530.0,540.0,210.0,2018-09-30,Greater Sydney,Middle Ring,Other,445.0,313.0,5475.0,Strata
318,Canterbury-Bankstown,530.0,540.0,210.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,600.0,310.0,3253.0,Strata
319,Canterbury-Bankstown,530.0,540.0,210.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,420.0,1411.0,14738.0,Strata
320,Cumberland,800.0,823.0,165.0,2018-09-30,Greater Sydney,Middle Ring,House,500.0,611.0,6446.0,Non Strata
321,Cumberland,550.0,538.0,147.0,2018-09-30,Greater Sydney,Middle Ring,Other,445.0,182.0,3276.0,Strata
322,Cumberland,550.0,538.0,147.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,550.0,235.0,2479.0,Strata
323,Cumberland,550.0,538.0,147.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,450.0,1219.0,11124.0,Strata
324,Georges River,1178.0,1266.0,136.0,2018-09-30,Greater Sydney,Middle Ring,House,620.0,288.0,3125.0,Non Strata
325,Georges River,695.0,708.0,110.0,2018-09-30,Greater Sydney,Middle Ring,Other,530.0,79.0,2136.0,Strata
326,Georges River,695.0,708.0,110.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,590.0,85.0,860.0,Strata
327,Georges River,695.0,708.0,110.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,500.0,899.0,8485.0,Strata
328,Hunters Hill,2875.0,2994.0,20.0,2018-09-30,Greater Sydney,Middle Ring,House,1050.0,20.0,253.0,Non Strata
329,Hunters Hill,877.0,970.0,20.0,2018-09-30,Greater Sydney,Middle Ring,Other,530.0,5.0,68.0,Strata
330,Hunters Hill,877.0,970.0,20.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,615.0,5.0,65.0,Strata
331,Hunters Hill,877.0,970.0,20.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,590.0,46.0,503.0,Strata
332,Ku-Ring-Gai,2050.0,2164.0,180.0,2018-09-30,Greater Sydney,Middle Ring,House,995.0,297.0,2532.0,Non Strata
333,Ku-Ring-Gai,905.0,985.0,108.0,2018-09-30,Greater Sydney,Middle Ring,Other,650.0,20.0,561.0,Strata
334,Ku-Ring-Gai,905.0,985.0,108.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,750.0,20.0,203.0,Strata
335,Ku-Ring-Gai,905.0,985.0,108.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,615.0,438.0,3894.0,Strata
336,Parramatta,1123.0,1281.0,184.0,2018-09-30,Greater Sydney,Middle Ring,House,540.0,609.0,5087.0,Non Strata
337,Parramatta,653.0,650.0,270.0,2018-09-30,Greater Sydney,Middle Ring,Other,450.0,231.0,3536.0,Strata
338,Parramatta,653.0,650.0,270.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,556.0,285.0,2628.0,Strata
339,Parramatta,653.0,650.0,270.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,500.0,2876.0,20835.0,Strata
340,Ryde,1435.0,1498.0,90.0,2018-09-30,Greater Sydney,Middle Ring,House,680.0,296.0,2450.0,Non Strata
341,Ryde,700.0,742.0,171.0,2018-09-30,Greater Sydney,Middle Ring,Other,530.0,59.0,1201.0,Strata
342,Ryde,700.0,742.0,171.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,615.0,163.0,1431.0,Strata
343,Ryde,700.0,742.0,171.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,495.0,1194.0,9732.0,Strata
344,Strathfield,1425.0,1552.0,20.0,2018-09-30,Greater Sydney,Middle Ring,House,700.0,52.0,597.0,Non Strata
345,Strathfield,628.0,623.0,46.0,2018-09-30,Greater Sydney,Middle Ring,Other,520.0,79.0,846.0,Strata
346,Strathfield,628.0,623.0,46.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,640.0,20.0,235.0,Strata
347,Strathfield,628.0,623.0,46.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,530.0,456.0,3969.0,Strata
348,Willoughby,2240.0,2320.0,72.0,2018-09-30,Greater Sydney,Middle Ring,House,980.0,184.0,1533.0,Non Strata
349,Willoughby,998.0,1062.0,86.0,2018-09-30,Greater Sydney,Middle Ring,Other,640.0,31.0,655.0,Strata
350,Willoughby,998.0,1062.0,86.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,790.0,42.0,553.0,Strata
351,Willoughby,998.0,1062.0,86.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,600.0,781.0,6220.0,Strata
352,Blacktown,720.0,730.0,522.0,2018-09-30,Greater Sydney,Outer Ring,House,470.0,1937.0,17235.0,Non Strata
353,Blacktown,538.0,533.0,104.0,2018-09-30,Greater Sydney,Outer Ring,Other,400.0,350.0,3940.0,Strata
354,Blacktown,538.0,533.0,104.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,460.0,255.0,2859.0,Strata
355,Blacktown,538.0,533.0,104.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,370.0,485.0,3780.0,Strata
356,Blue Mountains,630.0,650.0,199.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,323.0,3388.0,Non Strata
357,Blue Mountains,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Other,345.0,20.0,321.0,Strata
358,Blue Mountains,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,432.5,20.0,268.0,Strata
359,Blue Mountains,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,322.5,66.0,716.0,Strata
360,Camden,720.0,739.0,233.0,2018-09-30,Greater Sydney,Outer Ring,House,520.0,612.0,4943.0,Non Strata
361,Camden,540.0,552.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Other,390.0,39.0,505.0,Strata
362,Camden,540.0,552.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,440.0,32.0,243.0,Strata
363,Camden,540.0,552.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,45.0,280.0,Strata
364,Campbelltown,600.0,603.0,262.0,2018-09-30,Greater Sydney,Outer Ring,House,430.0,689.0,7330.0,Non Strata
365,Campbelltown,429.0,431.0,59.0,2018-09-30,Greater Sydney,Outer Ring,Other,380.0,205.0,1815.0,Strata
366,Campbelltown,429.0,431.0,59.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,380.0,130.0,1746.0,Strata
367,Campbelltown,429.0,431.0,59.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,360.0,218.0,1678.0,Strata
368,Central Coast,630.0,676.0,825.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,1762.0,17073.0,Non Strata
369,Central Coast,495.0,513.0,233.0,2018-09-30,Greater Sydney,Outer Ring,Other,325.0,143.0,3166.0,Strata
370,Central Coast,495.0,513.0,233.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,420.0,268.0,2897.0,Strata
371,Central Coast,495.0,513.0,233.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,655.0,6479.0,Strata
372,Fairfield,730.0,749.0,150.0,2018-09-30,Greater Sydney,Outer Ring,House,480.0,573.0,6674.0,Non Strata
373,Fairfield,450.0,449.0,45.0,2018-09-30,Greater Sydney,Outer Ring,Other,400.0,234.0,2637.0,Strata
374,Fairfield,450.0,449.0,45.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,450.0,126.0,1726.0,Strata
375,Fairfield,450.0,449.0,45.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,380.0,4520.0,Strata
376,Hawkesbury,770.0,917.0,99.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,279.0,2439.0,Non Strata
377,Hawkesbury,495.0,475.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Other,360.0,20.0,491.0,Strata
378,Hawkesbury,495.0,475.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,400.0,45.0,535.0,Strata
379,Hawkesbury,495.0,475.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,63.0,604.0,Strata
380,Hornsby,1193.0,1220.0,198.0,2018-09-30,Greater Sydney,Outer Ring,House,680.0,323.0,3351.0,Non Strata
381,Hornsby,670.0,709.0,90.0,2018-09-30,Greater Sydney,Outer Ring,Other,490.0,58.0,1236.0,Strata
382,Hornsby,670.0,709.0,90.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,595.0,65.0,777.0,Strata
383,Hornsby,670.0,709.0,90.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,480.0,516.0,4478.0,Strata
384,Liverpool,750.0,769.0,215.0,2018-09-30,Greater Sydney,Outer Ring,House,507.5,796.0,7432.0,Non Strata
385,Liverpool,492.0,481.0,70.0,2018-09-30,Greater Sydney,Outer Ring,Other,390.0,178.0,1975.0,Strata
386,Liverpool,492.0,481.0,70.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,450.0,114.0,1503.0,Strata
387,Liverpool,492.0,481.0,70.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,395.0,603.0,5706.0,Strata
388,Northern Beaches,1650.0,1837.0,360.0,2018-09-30,Greater Sydney,Outer Ring,House,950.0,592.0,5025.0,Non Strata
389,Northern Beaches,860.0,932.0,312.0,2018-09-30,Greater Sydney,Outer Ring,Other,650.0,70.0,1974.0,Strata
390,Northern Beaches,860.0,932.0,312.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,800.0,156.0,1241.0,Strata
391,Northern Beaches,860.0,932.0,312.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,600.0,1721.0,14788.0,Strata
392,Penrith,660.0,688.0,355.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,1142.0,10261.0,Non Strata
393,Penrith,490.0,476.0,105.0,2018-09-30,Greater Sydney,Outer Ring,Other,350.0,169.0,2547.0,Strata
394,Penrith,490.0,476.0,105.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,410.0,288.0,2397.0,Strata
395,Penrith,490.0,476.0,105.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,474.0,3440.0,Strata
396,Sutherland Shire,1080.0,1187.0,292.0,2018-09-30,Greater Sydney,Outer Ring,House,695.0,466.0,3721.0,Non Strata
397,Sutherland Shire,745.0,1654.0,265.0,2018-09-30,Greater Sydney,Outer Ring,Other,512.5,54.0,1409.0,Strata
398,Sutherland Shire,745.0,1654.0,265.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,650.0,160.0,1620.0,Strata
399,Sutherland Shire,745.0,1654.0,265.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,490.0,921.0,8087.0,Strata
400,The Hills Shire,1177.0,1278.0,249.0,2018-09-30,Greater Sydney,Outer Ring,House,630.0,620.0,5152.0,Non Strata
401,The Hills Shire,794.0,780.0,48.0,2018-09-30,Greater Sydney,Outer Ring,Other,540.0,103.0,986.0,Strata
402,The Hills Shire,794.0,780.0,48.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,580.0,101.0,1122.0,Strata
403,The Hills Shire,794.0,780.0,48.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,517.5,206.0,1749.0,Strata
404,Wollondilly,663.0,776.0,90.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,176.0,1526.0,Non Strata
405,Wollondilly,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Other,495.0,20.0,267.0,Strata
406,Wollondilly,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,450.0,5.0,78.0,Strata
407,Wollondilly,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,300.0,20.0,205.0,Strata
408,Inner West,1380.0,1458.0,331.0,2018-12-31,Greater Sydney,Inner Ring,House,780.0,693.0,6038.0,Non Strata
409,Inner West,738.0,780.0,253.0,2018-12-31,Greater Sydney,Inner Ring,Other,500.0,168.0,4606.0,Strata
410,Inner West,738.0,780.0,253.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,750.0,162.0,2555.0,Strata
411,Inner West,738.0,780.0,253.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,495.0,1660.0,17157.0,Strata
412,Lane Cove,2650.0,2585.0,50.0,2018-12-31,Greater Sydney,Inner Ring,House,860.0,75.0,726.0,Non Strata
413,Lane Cove,745.0,820.0,112.0,2018-12-31,Greater Sydney,Inner Ring,Other,495.0,20.0,244.0,Strata
414,Lane Cove,745.0,820.0,112.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,690.0,20.0,294.0,Strata
415,Lane Cove,745.0,820.0,112.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,530.0,343.0,3432.0,Strata
416,Mosman,3700.0,4565.0,45.0,2018-12-31,Greater Sydney,Inner Ring,House,1575.0,56.0,475.0,Non Strata
